Clearing Fee,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,WEX Connect Rate,Exch\. Fee Rate,Total Charge,drv_trade_client_account_execution_id
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,3,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.1500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,8,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.4000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,7,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.3500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,10,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.5000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,3,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.1500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,3,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.1500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,3,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.1500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,3,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.1500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,4,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.2000,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,4,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.2000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,6,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.3000,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,6,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.3000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,3,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.1500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,3,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.1500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,3,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.1500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,3,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.1500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.70,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,3,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.1500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,3,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.1500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.75,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,4,Z,Z,20/01/2023,$105.00,P,$25.95,GOLDMAN,Per Unit,0.05,0,0,$0.2000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.95,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$25.95,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.95,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$25.95,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.95,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$25.95,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,3,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.1500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,3,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.1500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,4,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.2000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,4,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.2000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,5,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.2500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,4,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.2000,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,4,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.2000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,3,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.1500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,4,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.2000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,4,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.2000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/02/2021,DSmanik,ISE-OPT,SLO,2,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.1000,323847
0,06/02/2021,DSmanik,CBOE-OPT,SLO,1,Z,Z,20/01/2023,$105.00,P,$26.00,GOLDMAN,Per Unit,0.05,0,0,$0.0500,323847
0,06/03/2021,DFilippidis,CBOE-WEX-CONNECT,BYO,840,.VIX,VIX,20/10/2021,$23.00,C,$4.79,UBS-CUST,Per Unit,0.05,0.02,0,$58.8000,309503
0,06/09/2021,DFilippidis,AMEX-WEX-CONNECT,BYO,"1,154",ARKK,ARKK,15/07/2022,$90.00,P,$7.85,UBS-CUST,Per Unit,0.05,0.02,0,$80.7800,304605
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,9,INDI,INDI,16/07/2021,$10.00,P,$0.88,DIFESA,Per Unit,0.05,0,-0.4,$(3.1500),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,8,INDI,INDI,16/07/2021,$10.00,P,$0.88,DIFESA,Per Unit,0.05,0,-0.75,$(5.6000),305656
