Clearing Fee,User,Date,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,WEX Connect Rate,Exch\. Fee Rate,Total Charge
0,DFilippidis,08/09/2021,PHLX-WEX-CONNECT,s,1000,GDX,GDX,21/01/2022,$27.00,P,0.7,UBS-CUST,Per Unit,0.05,0.02,0,70.00
0,DSmanik,08/09/2021,WEX-SWEEP,b,320,MYPS,MYPS,20/08/2021,$5.00,P,0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0.88
0,DSmanik,08/10/2021,WEX-SWEEP-SPRD,b,2,IPOF,IPOF,20/08/2021,$10.00,C,0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,1.08
0,DSmanik,08/10/2021,WEX-SWEEP,s,677,LUXA,LUXA,15/10/2021,$10.00,C,0.05,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0.81
0,DFilippidis,08/10/2021,CBOE-WEX-CONNECT,b,175,.VIX,VIX,18/08/2021,$18.00,P,1.03,UBS-CUST,Per Unit,0.05,0.02,0,12.25
0,DFilippidis,08/10/2021,CBOE-WEX-CONNECT,b,500,.VIX,VIX,18/08/2021,$20.00,C,0.66,UBS-CUST,Per Unit,0.05,0.02,0,35.00
0,DFilippidis,08/10/2021,CBOE-WEX-CONNECT,b,305,.VIX,VIX,17/11/2021,$23.00,C,3.9,UBS-CUST,Per Unit,0.05,0.02,0,21.35
0,DSmanik,08/11/2021,WEX-SWEEP,s,259,BTWN,BTWN,15/10/2021,$10.00,C,0.1,VIVALDI-OMNI,Per Unit,0.05,0,-0.86,0.98
0,DSmanik,08/11/2021,WEX-SWEEP,b,207,MYPS,MYPS,20/08/2021,$5.00,P,0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0.22
0,DFilippidis,08/11/2021,CBOE-WEX-CONNECT,s,3000,.VIX,VIX,17/11/2021,$22.00,P,3.85,UBS-CUST,Per Unit,0.05,0.02,0,210.00
0,DFilippidis,08/11/2021,CBOE-WEX-CONNECT,b,1200,.VIX,VIX,17/11/2021,$23.00,P,4.62,UBS-CUST,Per Unit,0.05,0.02,0,84.00
0,DFilippidis,08/11/2021,CBOE-WEX-CONNECT,s,1200,.VIX,VIX,17/11/2021,$23.00,C,3.78,UBS-CUST,Per Unit,0.05,0.02,0,84.00
0,DSmanik,08/12/2021,WEX-SWEEP,s,46,BTWN,BTWN,15/10/2021,$10.00,C,0.1,VIVALDI-OMNI,Per Unit,0.05,0,-0.86,0.64
0,DSmanik,08/12/2021,WEX-SWEEP,s,46,LUXA,LUXA,15/10/2021,$10.00,C,0.05,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0.63
0,DSmanik,08/12/2021,WEX-SWEEP-SPRD,b,9,IPOF,IPOF,20/08/2021,$10.00,C,0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0.54
0,DSmanik,08/12/2021,WEX-SWEEP-SPRD,s,9,IPOF,IPOF,19/11/2021,$10.00,C,0.21,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0.54
0,DSmanik,08/12/2021,WEX-SWEEP-SPRD,s,547,PIPP,PIPP,15/10/2021,$10.00,C,0.05,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0.52
0,DFilippidis,08/12/2021,CBOE-WEX-CONNECT,s,1500,.VIX,VIX,20/10/2021,$20.00,P,2.88,UBS-CUST,Per Unit,0.05,0.02,0,105.00
0,DFilippidis,08/12/2021,CBOE-WEX-CONNECT,b,585,.VIX,VIX,20/10/2021,$21.00,P,3.63,UBS-CUST,Per Unit,0.05,0.02,0,40.95
0,DFilippidis,08/12/2021,CBOE-WEX-CONNECT,s,585,.VIX,VIX,20/10/2021,$21.00,C,3.25,UBS-CUST,Per Unit,0.05,0.02,0,40.95
0,DFilippidis,08/12/2021,CBOE-WEX-CONNECT,s,81,.VIX,VIX,20/10/2021,$21.00,P,3.59,UBS-CUST,Per Unit,0.05,0.02,0,5.67
0,DFilippidis,08/12/2021,CBOE-WEX-CONNECT,b,81,.VIX,VIX,20/10/2021,$21.00,C,3.33,UBS-CUST,Per Unit,0.05,0.02,0,5.67
0,DSmanik,8/13/2021,WEX-SWEEP-SPRD,s,905,PIPP,PIPP,15/10/2021,$10.00,C,0.05,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0.79
0,DSmanik,8/13/2021,WEX-SWEEP-SPRD,b,383,IPOF,IPOF,20/08/2021,$10.00,C,0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.47,0.07
0,DSmanik,8/13/2021,WEX-SWEEP-SPRD,s,383,IPOF,IPOF,19/11/2021,$10.00,C,0.2,VIVALDI-OMNI,Per Unit,0.05,0,0.47,0.55
0,DSmanik,8/13/2021,WEX-SWEEP,s,187,LUXA,LUXA,15/10/2021,$10.00,C,0.05,VIVALDI-OMNI,Per Unit,0.05,0,-0.01,0.24
0,DSmanik,8/13/2021,WEX-SWEEP,s,100,PPC,PPC,20/08/2021,$28.00,C,0.38,HAVENS-OMNI,Per Unit,0.05,0,-0.85,0.82
0,DSmanik,8/13/2021,WEX-SWEEP,s,200,MYPS,MYPS,20/08/2021,$5.00,P,0.4,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0.23
0,DSmanik,8/13/2021,WEX-SWEEP,b,200,SKIN,SKIN,19/11/2021,$12.50,P,0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0.98
0,DSmanik,8/16/2021,WEX-BESTX-OPT,s,96,IPOF,IPOF,19/11/2021,$10.00,C,0.18,VIVALDI-OMNI,Per Unit,0.05,0,0.5,0.68
0,DSmanik,8/16/2021,WEX-SWEEP,s,200,MYPS,MYPS,20/08/2021,$5.00,P,0.3,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0.87
0,DSmanik,8/17/2021,WEX-SWEEP-SPRD,s,300,EWT,EWT,20/08/2021,$60.00,P,0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0.56
0,DSmanik,8/17/2021,WEX-SWEEP-SPRD,s,300,EWT,EWT,17/09/2021,$55.00,P,0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0.46
0,DSmanik,8/17/2021,WEX-SWEEP-SPRD,b,300,EWT,EWT,17/09/2021,$60.00,P,1.65,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0.45
0,DSmanik,8/17/2021,ISE-OPT,s,662,AI,AI,17/06/2022,$35.00,P,5.6,BNP,Per Unit,0.05,0,0,0.05
0,DSmanik,8/18/2021,WEX-BESTX-OPT,s,200,MYPS,MYPS,20/08/2021,$5.00,P,0.83,DIFESA,Per Unit,0.05,0,-0.86,0.35
0,DSmanik,8/18/2021,WEX-SWEEP,b,122,MYPS,MYPS,19/11/2021,$5.00,C,0.4,DIFESA,Per Unit,0.05,0,-0.8,0.26
0,DSmanik,8/19/2021,WEX-BESTX-OPT,s,331,MYPS,MYPS,20/08/2021,$5.00,P,0.96,DIFESA,Per Unit,0.05,0,-0.85,0.26
0,DSmanik,8/19/2021,WEX-BESTX-OPT,s,500,LEV,LEV,20/08/2021,$12.50,P,0.67,DIFESA,Per Unit,0.05,0,-0.85,0.13
0,DSmanik,8/20/2021,WEX-SWEEP,s,2,SUNL,SUNL,20/08/2021,$7.50,P,2.3,DIFESA-OMNI,Per Unit,0.05,0,-0.86,0.81
0,DSmanik,8/20/2021,WEX-SWEEP,s,69,MYPS,MYPS,20/08/2021,$5.00,P,0.61,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0.81
0,DSmanik,8/20/2021,WEX-SWEEP,s,199,IPOF,IPOF,17/12/2021,$10.00,C,0.2,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0.71
0,DSmanik,8/20/2021,WEX-SWEEP,s,2000,IPOF,IPOF,17/12/2021,$12.50,C,0.11,KEPOS,Per Unit,0.05,0,0.0025,0.68
0,DFilippidis,8/20/2021,CBOE-WEX-CONNECT,s,2500,.VIX,VIX,15/09/2021,$16.00,P,0.18,UBS-CUST,Per Unit,0.05,0.02,0,175.00
0,DSmanik,8/26/2021,WEX-BESTX-OPT,b,150,CYXT,CYXT,17/09/2021,$7.50,P,0.25,DIFESA-OMNI,Per Unit,0.05,0,0,0.15
0,DSmanik,8/26/2021,CBOE-OPT,b,600,HPQ,HPQ,17/09/2021,$27.00,P,0.48,CITI,Per Unit,0.05,0,0,0.42
0,DSmanik,8/26/2021,WEX-SWEEP,b,200,PTON,PTON,21/01/2022,$50.00,P,0.53,CITIFB,Per Unit,0.05,0,-0.43,0.43
0,DSmanik,8/30/2021,WEX-BESTX-OPT,b,75,CYXT,CYXT,17/09/2021,$7.50,P,0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0.43
0,DFilippidis,8/31/2021,CBOE-WEX-CONNECT,b,4000,.VIX,VIX,20/10/2021,$17.00,P,0.67,UBS-CUST,Per Unit,0.05,0.02,0,280.00
