User,Date,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,WEX Connect Rate,Exch\. Fee Rate,Clearing Fee,Total Charge
DSmanik,8/3/2021,WEX-SWEEP-SPRD,SLO,40,LUXA,LUXA,2021-10-15,$10.00,C,$0.17,MILTON,Per Unit,0.05,0,0.0025,0,$2.1000
DSmanik,8/3/2021,WEX-SWEEP-SPRD,SLO,29,LUXA,LUXA,2021-10-15,$10.00,C,$0.17,MILTON,Per Unit,0.05,0,0.0025,0,$1.5225
DSmanik,8/3/2021,WEX-SWEEP-SPRD,SLO,56,LUXA,LUXA,2021-10-15,$10.00,C,$0.17,MILTON,Per Unit,0.05,0,0.0025,0,$2.9400
DSmanik,8/3/2021,WEX-SWEEP-SPRD,SLO,28,LUXA,LUXA,2021-10-15,$10.00,C,$0.17,MILTON,Per Unit,0.05,0,0.0025,0,$1.4700
DSmanik,8/3/2021,WEX-SWEEP,BYO,8,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$7.2000
DSmanik,8/3/2021,WEX-SWEEP,BYO,8,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$7.2000
DSmanik,8/3/2021,WEX-SWEEP,BYO,16,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$14.4000
DSmanik,8/3/2021,WEX-SWEEP,BYO,3,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$2.7000
DSmanik,8/3/2021,WEX-SWEEP,BYO,5,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$4.5000
DSmanik,8/3/2021,WEX-SWEEP,BYO,1,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$0.9000
DSmanik,8/3/2021,WEX-SWEEP,BYO,12,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.0025,0,$0.6300
DSmanik,8/3/2021,WEX-SWEEP,BYO,4,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,0,$0.2000
DSmanik,8/3/2021,WEX-SWEEP,BYO,10,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.01,0,$0.4000
DSmanik,8/3/2021,WEX-SWEEP,BYO,28,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$25.2000
DSmanik,8/3/2021,WEX-SWEEP,BYO,11,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,0,$0.5500
DSmanik,8/3/2021,WEX-SWEEP,BYO,1,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525
DSmanik,8/3/2021,WEX-SWEEP,BYO,1,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,0,$0.0500
DSmanik,8/3/2021,WEX-SWEEP,BYO,2,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$1.8000
DSmanik,8/3/2021,WEX-SWEEP,BYO,1,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$0.9000
DSmanik,8/3/2021,WEX-SWEEP,BYO,4,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.65,0,$2.8000
DSmanik,8/3/2021,WEX-SWEEP,BYO,12,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.01,0,$0.4800
DSmanik,8/3/2021,WEX-SWEEP,BYO,1,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.01,0,$0.0400
DSmanik,8/3/2021,WEX-SWEEP,BYO,11,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$9.9000
DSmanik,8/3/2021,WEX-SWEEP,BYO,3,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$2.7000
DSmanik,8/3/2021,WEX-SWEEP,BYO,16,CANO,CANO,2021-09-17,$7.50,P,$0.14,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$14.4000
DSmanik,8/3/2021,WEX-SWEEP,BYO,4,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$3.6000
DSmanik,8/3/2021,WEX-SWEEP,BYO,20,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$18.0000
DSmanik,8/3/2021,WEX-SWEEP,BYO,16,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,0,$0.8000
DSmanik,8/3/2021,WEX-SWEEP,BYO,11,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,0,$0.5500
DSmanik,8/3/2021,WEX-SWEEP,BYO,152,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,0,$7.6000
DSmanik,8/3/2021,WEX-SWEEP,BYO,1,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,0,$0.0500
DSmanik,8/3/2021,WEX-SWEEP,BYO,1,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,0,$0.0500
DSmanik,8/3/2021,WEX-SWEEP,BYO,1,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,0,$0.0500
DSmanik,8/3/2021,WEX-SWEEP,BYO,10,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,0,$0.5000
DSmanik,8/3/2021,WEX-SWEEP,BYO,9,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$8.1000
DSmanik,8/3/2021,WEX-SWEEP,BYO,4,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$3.6000
DSmanik,8/3/2021,WEX-SWEEP,BYO,25,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$22.5000
DSmanik,8/3/2021,WEX-SWEEP,BYO,16,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.5,0,$(7.2000)
DSmanik,8/3/2021,WEX-SWEEP,BYO,1,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.5,0,$(0.4500)
DSmanik,8/3/2021,WEX-SWEEP,BYO,1,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.5,0,$(0.4500)
DSmanik,8/3/2021,WEX-SWEEP,BYO,1,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$0.9000
DSmanik,8/3/2021,WEX-SWEEP,BYO,9,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$8.1000
DSmanik,8/3/2021,WEX-SWEEP,BYO,1,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,0,$0.0500
DSmanik,8/3/2021,WEX-SWEEP,BYO,25,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,0,$1.2500
DSmanik,8/3/2021,WEX-SWEEP,BYO,18,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$16.2000
DSmanik,8/3/2021,WEX-SWEEP,BYO,16,CANO,CANO,2021-09-17,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,0,$0.8000
DSmanik,8/3/2021,WEX-SWEEP,SLO,2,IPOF,IPOF,2021-09-17,$10.00,C,$0.08,VIVALDI-OMNI,Per Unit,0.05,0,-0.2,0,$(0.3000)
DSmanik,8/3/2021,WEX-SWEEP,SLO,8,IPOF,IPOF,2021-09-17,$10.00,C,$0.08,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.4200
DSmanik,8/3/2021,WEX-SWEEP,SLO,4,IPOF,IPOF,2021-09-17,$10.00,C,$0.08,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.2000
DSmanik,8/3/2021,WEX-SWEEP,SLO,2,IPOF,IPOF,2021-09-17,$10.00,C,$0.08,VIVALDI-OMNI,Per Unit,0.05,0,-0.2,0,$(0.3000)
DSmanik,8/3/2021,WEX-SWEEP,BYO,5,CYXT,CYXT,2021-09-17,$7.50,P,$0.35,DIFESA-OMNI,Per Unit,0.05,0,-0.86,0,$(4.0500)
DSmanik,8/3/2021,WEX-SWEEP,SLO,1,IPOF,IPOF,2021-09-17,$10.00,C,$0.08,VIVALDI-OMNI,Per Unit,0.05,0,-0.42,0,$(0.3700)
DSmanik,8/3/2021,WEX-SWEEP,SLO,1,IPOF,IPOF,2021-09-17,$10.00,C,$0.08,VIVALDI-OMNI,Per Unit,0.05,0,-0.43,0,$(0.3800)
DSmanik,8/3/2021,WEX-SWEEP,SLO,2,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,MILTON,Per Unit,0.05,0,-0.01,0,$0.0800
DSmanik,8/3/2021,WEX-SWEEP,SLO,18,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,MILTON,Per Unit,0.05,0,0,0,$0.9000
DSmanik,8/3/2021,WEX-SWEEP,SLO,16,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,MILTON,Per Unit,0.05,0,0,0,$0.8000
DSmanik,8/3/2021,WEX-SWEEP,SLO,4,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,MILTON,Per Unit,0.05,0,0,0,$0.2000
DSmanik,8/3/2021,WEX-SWEEP,SLO,10,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,MILTON,Per Unit,0.05,0,0,0,$0.5000
DSmanik,8/3/2021,WEX-SWEEP,SLO,47,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,MILTON,Per Unit,0.05,0,0,0,$2.3500
DSmanik,8/3/2021,WEX-SWEEP,SLO,8,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.4000
DSmanik,8/3/2021,WEX-SWEEP,SLO,5,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$4.5000
DSmanik,8/3/2021,WEX-SWEEP,SLO,15,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$13.5000
DSmanik,8/3/2021,WEX-SWEEP,SLO,2,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$1.8000
DSmanik,8/3/2021,WEX-SWEEP,SLO,7,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.3675
DSmanik,8/3/2021,WEX-SWEEP,SLO,3,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,-0.01,0,$0.1200
DSmanik,8/3/2021,WEX-SWEEP,SLO,1,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$0.9000
DSmanik,8/3/2021,WEX-SWEEP,SLO,1,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$0.9000
DSmanik,8/3/2021,WEX-SWEEP,SLO,27,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$24.3000
DSmanik,8/3/2021,WEX-SWEEP,SLO,6,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$5.4000
DSmanik,8/3/2021,WEX-SWEEP,SLO,8,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$7.2000
DSmanik,8/3/2021,WEX-SWEEP,SLO,4,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.2000
DSmanik,8/3/2021,WEX-SWEEP,SLO,1,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$0.9000
DSmanik,8/3/2021,WEX-SWEEP,SLO,12,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.6000
DSmanik,8/3/2021,WEX-SWEEP,SLO,3,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,-0.01,0,$0.1200
DSmanik,8/3/2021,WEX-SWEEP,SLO,13,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$11.7000
DSmanik,8/3/2021,WEX-SWEEP,SLO,14,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$12.6000
DSmanik,8/3/2021,WEX-SWEEP,SLO,7,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$6.3000
DSmanik,8/3/2021,WEX-SWEEP,SLO,6,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.3000
DSmanik,8/3/2021,WEX-SWEEP,SLO,2,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.1050
DSmanik,8/3/2021,WEX-SWEEP,SLO,1,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$0.9000
DSmanik,8/3/2021,WEX-SWEEP,SLO,2,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$1.8000
DSmanik,8/3/2021,WEX-SWEEP,SLO,8,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$7.2000
DSmanik,8/3/2021,WEX-SWEEP,SLO,4,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$3.6000
DSmanik,8/3/2021,WEX-SWEEP,SLO,8,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.4000
DSmanik,8/3/2021,WEX-SWEEP,SLO,9,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.4725
DSmanik,8/3/2021,WEX-SWEEP,SLO,6,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$5.4000
DSmanik,8/3/2021,WEX-SWEEP,SLO,2,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.1000
DSmanik,8/3/2021,WEX-SWEEP,SLO,4,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.2000
DSmanik,8/3/2021,WEX-SWEEP,SLO,11,LUXA,LUXA,2021-10-15,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$9.9000
DSmanik,8/3/2021,WEX-SWEEP,SLO,1,IPOF,IPOF,2021-09-17,$10.00,C,$0.08,VIVALDI-OMNI,Per Unit,0.05,0,-0.3,0,$(0.2500)
DSmanik,8/4/2021,WEX-SWEEP-SPRD,SLO,250,LUXA,LUXA,2021-10-15,$10.00,C,$0.13,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$13.1250
DSmanik,8/4/2021,WEX-SWEEP-SPRD,SLO,40,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$2.1000
DSmanik,8/5/2021,CBOE-OPT,SLO,12,KWEB,KWEB,2023-01-20,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,0,$0.6000
DSmanik,8/5/2021,CBOE-OPT,SLO,12,KWEB,KWEB,2023-01-20,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,0,$0.6000
DSmanik,8/5/2021,CBOE-OPT,SLO,7,KWEB,KWEB,2023-01-20,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,0,$0.3500
DSmanik,8/5/2021,CBOE-OPT,SLO,10,KWEB,KWEB,2023-01-20,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,0,$0.5000
DSmanik,8/5/2021,ISE-OPT,SLO,3,KWEB,KWEB,2023-01-20,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,0,$0.1500
DSmanik,8/5/2021,ISE-OPT,SLO,3,KWEB,KWEB,2023-01-20,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,0,$0.1500
DSmanik,8/5/2021,ISE-OPT,SLO,4,KWEB,KWEB,2023-01-20,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,0,$0.2000
DSmanik,8/5/2021,ISE-OPT,SLO,1,KWEB,KWEB,2023-01-20,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,0,$0.0500
DSmanik,8/5/2021,WEX-SWEEP,BYO,3,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$2.7000
DSmanik,8/5/2021,WEX-SWEEP,BYO,6,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$5.4000
DSmanik,8/5/2021,WEX-SWEEP,BYO,4,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,-0.01,0,$0.1600
DSmanik,8/5/2021,WEX-SWEEP,BYO,4,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,-0.01,0,$0.1600
DSmanik,8/5/2021,WEX-SWEEP,BYO,10,MYPS,MYPS,2021-08-20,$5.00,P,$0.19,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$9.0000
DSmanik,8/5/2021,WEX-SWEEP,BYO,2,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.0025,0,$0.1050
DSmanik,8/5/2021,WEX-SWEEP,BYO,6,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,0,$0.3000
DSmanik,8/5/2021,WEX-SWEEP,BYO,3,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$2.7000
DSmanik,8/5/2021,WEX-SWEEP,BYO,10,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$9.0000
DSmanik,8/5/2021,WEX-SWEEP,BYO,9,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,0,$0.4500
DSmanik,8/5/2021,WEX-SWEEP,BYO,2,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$1.8000
DSmanik,8/5/2021,WEX-SWEEP,BYO,3,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,0,$0.1500
DSmanik,8/5/2021,WEX-SWEEP,BYO,3,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$2.7000
DSmanik,8/5/2021,WEX-SWEEP,BYO,10,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$9.0000
DSmanik,8/5/2021,WEX-SWEEP,BYO,19,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,0,$0.9500
DSmanik,8/5/2021,WEX-SWEEP,BYO,19,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,0,$0.9500
DSmanik,8/5/2021,WEX-SWEEP,BYO,14,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.0025,0,$0.7350
DSmanik,8/5/2021,WEX-SWEEP,BYO,14,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.0025,0,$0.7350
DSmanik,8/5/2021,WEX-SWEEP,BYO,21,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,0,$1.0500
DSmanik,8/5/2021,WEX-SWEEP,BYO,1,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$0.9000
DSmanik,8/5/2021,WEX-SWEEP,BYO,3,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$2.7000
DSmanik,8/5/2021,WEX-SWEEP,BYO,6,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$5.4000
DSmanik,8/5/2021,WEX-SWEEP,BYO,2,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$1.8000
DSmanik,8/5/2021,WEX-SWEEP,BYO,6,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$5.4000
DSmanik,8/5/2021,WEX-SWEEP,BYO,3,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.65,0,$2.1000
DSmanik,8/5/2021,WEX-SWEEP,BYO,22,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.65,0,$15.4000
DSmanik,8/5/2021,WEX-SWEEP,BYO,5,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$4.5000
DSmanik,8/5/2021,WEX-SWEEP,BYO,3,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$2.7000
DSmanik,8/5/2021,WEX-SWEEP,BYO,21,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,0,$1.0500
DSmanik,8/5/2021,WEX-SWEEP,BYO,3,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$2.7000
DSmanik,8/5/2021,WEX-SWEEP,BYO,2,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$1.8000
DSmanik,8/5/2021,WEX-SWEEP,BYO,1,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,0,$0.9000
DSmanik,8/5/2021,WEX-SWEEP,BYO,50,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,0,$2.5000
DSmanik,8/5/2021,WEX-SWEEP,BYO,13,MYPS,MYPS,2021-08-20,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.0025,0,$0.6825
