User,Date,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,WEX Connect Rate,Exch\. Fee Rate,Clearing Fee,Total Charge
DSmanik,8/9/2021,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,-0.01,0,$0.0400
DSmanik,8/9/2021,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525
DSmanik,8/9/2021,WEX-SWEEP,BYC,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.1050
DSmanik,8/9/2021,WEX-SWEEP,BYC,6,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.3150
DSmanik,8/9/2021,WEX-SWEEP,BYC,3,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.1575
DSmanik,8/9/2021,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525
DSmanik,8/9/2021,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525
DSmanik,8/9/2021,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525
DSmanik,8/9/2021,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525
DSmanik,8/10/2021,WEX-SWEEP-SPRD,BYO,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$1.0800
DSmanik,8/12/2021,WEX-SWEEP-SPRD,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400
DSmanik,8/12/2021,WEX-SWEEP-SPRD,BYC,8,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$4.3200
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.47,0,$1.0400
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,66,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$35.6400
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,58,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$31.3200
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,40,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$21.6000
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,10,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$5.4000
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$1.0800
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,68,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$36.7200
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$2.1600
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,12,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$6.4800
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.1000
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.1000
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$1.0800
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,11,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$5.9400
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.2000
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.2000
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.2000
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.0500
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.2000
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.2000
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,26,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$1.3000
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.01,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.0500
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,19,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$10.2600
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,9,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$4.8600
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,15,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$8.1000
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,8,EWT,EWT,2021-08-20,$60.00,P,$0.53,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.4000
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,8,EWT,EWT,2021-09-17,$55.00,P,$0.55,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.4000
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(8.4000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,2021-09-17,$55.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.6000
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(0.7000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,17,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(11.9000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,13,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(9.1000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,30,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(21.0000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,10,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(7.0000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.6000
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,23,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(16.1000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,19,EWT,EWT,2021-08-20,$60.00,P,$0.53,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.9500
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,19,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.9500
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,27,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(18.9000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,27,EWT,EWT,2021-09-17,$55.00,P,$0.55,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(18.9000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,8,EWT,EWT,2021-08-20,$60.00,P,$0.53,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.4000
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,8,EWT,EWT,2021-09-17,$55.00,P,$0.55,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.4000
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(8.4000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,2021-09-17,$55.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.6000
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,11,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(7.7000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,11,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(7.7000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.6000
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(8.4000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,30,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(21.0000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,30,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(21.0000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,27,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(18.9000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,27,EWT,EWT,2021-09-17,$55.00,P,$0.55,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(18.9000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,19,EWT,EWT,2021-08-20,$60.00,P,$0.53,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.9500
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,19,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.9500
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,6,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(4.2000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,6,EWT,EWT,2021-09-17,$55.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.3000
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,6,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(4.2000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,6,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(4.2000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(8.4000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,9,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(6.3000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,5,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.2500
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,15,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(10.5000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.0500
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,14,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(9.8000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,14,EWT,EWT,2021-09-17,$55.00,P,$0.55,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(9.8000)
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,10,EWT,EWT,2021-08-20,$60.00,P,$0.53,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.5000
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,10,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.5000
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,2,EWT,EWT,2021-08-20,$60.00,P,$0.53,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.1000
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,2,EWT,EWT,2021-09-17,$55.00,P,$0.55,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.1000
