WEX Connect Rate,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,Exch\. Fee Rate,Clearing Fee,Total Charge,drv_trade_client_account_execution_id
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,250,HOME,HOME,20/08/2021,$37.00,C,$0.14,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$13.1250,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$1.8000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,3,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$2.7000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$1.8000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,7,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.2800,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.1600,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,3,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.1575,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,7,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.3675,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,3,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.1575,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,10,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.4000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0400,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.2100,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,3,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$2.7000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$3.6000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$3.6000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,5,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$4.5000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,5,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$4.5000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,8,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$7.2000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,3,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$2.7000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,5,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$4.5000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,9,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$8.1000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$3.6000,309499
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,29,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$1.5225,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0400,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0400,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.1600,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.1600,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0400,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$1.8000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,10,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.4000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0400,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,5,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$4.5000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$1.8000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$1.8000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$3.6000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,6,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$5.4000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$3.6000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,6,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$5.4000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$3.6000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$3.6000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$1.8000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,309499
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,HOME,HOME,20/08/2021,$37.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$1.8000,309499
0,07/07/2021,DSmanik,WEX-SWEEP,SLO,10,CRHC,CRHC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$9.0000,313973
0,07/07/2021,DSmanik,WEX-SWEEP,SLO,10,CRHC,CRHC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$9.0000,313973
0,07/07/2021,DSmanik,WEX-SWEEP,SLO,1,CRHC,CRHC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.86,0,$(0.8100),313973
0,07/07/2021,DSmanik,WEX-SWEEP,SLO,9,CRHC,CRHC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$8.1000,313973
0,07/07/2021,DSmanik,WEX-SWEEP,SLO,1,CRHC,CRHC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,313973
0,7/13/2021,DSmanik,ISE-OPT,SLO,25,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$1.2500,314594
0,7/13/2021,DSmanik,CBOE-OPT,SLO,25,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$1.2500,314594
0,7/13/2021,DSmanik,CBOE-OPT,SLO,10,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$0.5000,314594
0,7/13/2021,DSmanik,ISE-OPT,SLO,15,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$0.7500,314594
0,7/13/2021,DSmanik,CBOE-OPT,SLO,15,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$0.7500,314594
0,7/13/2021,DSmanik,CBOE-OPT,SLO,9,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$0.4500,314594
0,7/13/2021,DSmanik,CBOE-OPT,SLO,1,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$0.0500,314594
0,7/13/2021,DSmanik,CBOE-OPT,SLO,25,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$1.2500,314594
0,7/13/2021,DSmanik,CBOE-OPT,SLO,25,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$1.2500,314594
0,7/13/2021,DSmanik,ISE-OPT,SLO,25,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$1.2500,314594
0,7/13/2021,DSmanik,CBOE-OPT,SLO,25,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$1.2500,314594
0,7/13/2021,DSmanik,CBOE-OPT,SLO,5,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$0.2500,314594
0,7/13/2021,DSmanik,CBOE-OPT,SLO,20,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$1.0000,314594
0,7/13/2021,DSmanik,ISE-OPT,SLO,25,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$1.2500,314594
0,7/13/2021,DSmanik,CBOE-OPT,SLO,15,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$0.7500,314594
0,7/13/2021,DSmanik,CBOE-OPT,SLO,16,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$0.8000,314594
0,7/13/2021,DSmanik,CBOE-OPT,SLO,1,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$0.0500,314594
0,7/13/2021,DSmanik,ISE-OPT,SLO,18,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$0.9000,314594
0,7/13/2021,DSmanik,CBOE-OPT,SLO,25,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$1.2500,314594
0,7/13/2021,DSmanik,ISE-OPT,SLO,25,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$1.2500,314594
0,7/13/2021,DSmanik,CBOE-OPT,SLO,25,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$1.2500,314594
0,7/13/2021,DSmanik,CBOE-OPT,SLO,25,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$1.2500,314594
0,7/13/2021,DSmanik,ISE-OPT,SLO,25,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$1.2500,314594
0,7/13/2021,DSmanik,CBOE-OPT,SLO,25,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$1.2500,314594
0,7/13/2021,DSmanik,ISE-OPT,SLO,25,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$1.2500,314594
0,7/13/2021,DSmanik,CBOE-OPT,SLO,24,F,F,20/08/2021,$14.00,P,$0.55,CITI,Per Unit,0.05,0,0,$1.2000,314594
