Date,User,Route,Side,"Exec Qty",Security,Root,Expiry,Strike,Call/Put,"Average Price",Portfolio,"Commission Type","Commission Rate","WEX Connect Rate","Exch. Fee Rate","Clearing Fee","Total Charge",group_quantity,group_price,group_charge
8/6/2021,DSmanik,CBOE-OPT,BYO,14,GDX,GDX,2022-01-21,$27.00,P,$0.62,CITI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.7000,250,0.62,12.5
8/6/2021,DSmanik,ISE-OPT,BYO,50,GDX,GDX,2022-01-21,$27.00,P,$0.62,CITI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$2.5000,250,0.62,12.5
8/6/2021,DSmanik,CBOE-OPT,BYO,8,GDX,GDX,2022-01-21,$27.00,P,$0.62,CITI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.4000,250,0.62,12.5
8/6/2021,DSmanik,CBOE-OPT,BYO,5,GDX,GDX,2022-01-21,$27.00,P,$0.62,CITI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.2500,250,0.62,12.5
8/6/2021,DSmanik,CBOE-OPT,BYO,5,GDX,GDX,2022-01-21,$27.00,P,$0.62,CITI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.2500,250,0.62,12.5
8/6/2021,DSmanik,ISE-OPT,BYO,10,GDX,GDX,2022-01-21,$27.00,P,$0.62,CITI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.5000,250,0.62,12.5
8/6/2021,DSmanik,CBOE-OPT,BYO,18,GDX,GDX,2022-01-21,$27.00,P,$0.62,CITI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.9000,250,0.62,12.5
8/6/2021,DSmanik,CBOE-OPT,BYO,43,GDX,GDX,2022-01-21,$27.00,P,$0.62,CITI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$2.1500,250,0.62,12.5
8/6/2021,DSmanik,CBOE-OPT,BYO,9,GDX,GDX,2022-01-21,$27.00,P,$0.62,CITI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.4500,250,0.62,12.5
8/6/2021,DSmanik,CBOE-OPT,BYO,1,GDX,GDX,2022-01-21,$27.00,P,$0.62,CITI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.0500,250,0.62,12.5
8/6/2021,DSmanik,CBOE-OPT,BYO,1,GDX,GDX,2022-01-21,$27.00,P,$0.62,CITI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.0500,250,0.62,12.5
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.5000,0.0000,$0.5500,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,5,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.5000,0.0000,$2.7500,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.5000,0.0000,$0.5500,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,9,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.5000,0.0000,$4.9500,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.6500,0.0000,$0.7000,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,3,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.5000,0.0000,$1.6500,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.5000,0.0000,$0.5500,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.5000,0.0000,$0.5500,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.5000,0.0000,$0.5500,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.5000,0.0000,$0.5500,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.5000,0.0000,$0.5500,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$0.5400,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$0.5400,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$2.1600,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP-SPRD,BYO,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$1.0800,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP-SPRD,BYO,3,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$1.6200,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$0.5400,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$0.5400,61,0.02,22.05
8/9/2021,DFilippidis,PHLX-WEX-CONNECT,SLO,"1,000",GDX,GDX,2022-01-21,$27.00,P,$0.70,UBS-CUST,"Per Unit",0.0500,0.0200,0.0000,0.0000,$70.0000,1000,0.7,70
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,-0.0100,0.0000,$0.0400,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.0500,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,-0.0100,0.0000,$0.0400,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,-0.0100,0.0000,$0.0400,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,-0.0100,0.0000,$0.0400,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,-0.0100,0.0000,$0.0400,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,-0.0100,0.0000,$0.0400,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.0025,0.0000,$0.0525,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.0025,0.0000,$0.1050,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,6,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.0025,0.0000,$0.3150,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,3,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.0025,0.0000,$0.1575,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.0025,0.0000,$0.0525,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.0025,0.0000,$0.0525,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.0025,0.0000,$0.0525,61,0.02,22.05
8/9/2021,DSmanik,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.0025,0.0000,$0.0525,61,0.02,22.05
8/10/2021,DSmanik,WEX-SWEEP-SPRD,BYO,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$1.0800,2,0.02,1.08
8/10/2021,DFilippidis,CBOE-WEX-CONNECT,BYO,175,.VIX,VIX,2021-08-18,$18.00,P,$1.03,UBS-CUST,"Per Unit",0.0500,0.0200,0.0000,0.0000,$12.2500,175,1.03,12.25
8/10/2021,DFilippidis,CBOE-WEX-CONNECT,BYO,500,.VIX,VIX,2021-08-18,$20.00,C,$0.66,UBS-CUST,"Per Unit",0.0500,0.0200,0.0000,0.0000,$35.0000,500,0.66,35
8/10/2021,DFilippidis,CBOE-WEX-CONNECT,BYO,305,.VIX,VIX,2021-11-17,$23.00,C,$3.90,UBS-CUST,"Per Unit",0.0500,0.0200,0.0000,0.0000,$21.3500,305,3.9,21.35
8/11/2021,DFilippidis,CBOE-WEX-CONNECT,SLO,"3,000",.VIX,VIX,2021-11-17,$22.00,P,$3.85,UBS-CUST,"Per Unit",0.0500,0.0200,0.0000,0.0000,$210.0000,3000,3.85,210
8/11/2021,DFilippidis,CBOE-WEX-CONNECT,BYO,"1,200",.VIX,VIX,2021-11-17,$23.00,P,$4.62,UBS-CUST,"Per Unit",0.0500,0.0200,0.0000,0.0000,$84.0000,1200,4.62,84
8/11/2021,DFilippidis,CBOE-WEX-CONNECT,SLO,"1,200",.VIX,VIX,2021-11-17,$23.00,C,$3.78,UBS-CUST,"Per Unit",0.0500,0.0200,0.0000,0.0000,$84.0000,1200,3.78,84
8/12/2021,DSmanik,WEX-SWEEP-SPRD,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$0.5400,9,0.02,4.86
8/12/2021,DSmanik,WEX-SWEEP-SPRD,BYC,8,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$4.3200,9,0.02,4.86
8/12/2021,DFilippidis,CBOE-WEX-CONNECT,SLO,"1,500",.VIX,VIX,2021-10-20,$20.00,P,$2.88,UBS-CUST,"Per Unit",0.0500,0.0200,0.0000,0.0000,$105.0000,1500,2.88,105
8/12/2021,DFilippidis,CBOE-WEX-CONNECT,BYO,585,.VIX,VIX,2021-10-20,$21.00,P,$3.63,UBS-CUST,"Per Unit",0.0500,0.0200,0.0000,0.0000,$40.9500,585,3.63,40.95
8/12/2021,DFilippidis,CBOE-WEX-CONNECT,SLO,585,.VIX,VIX,2021-10-20,$21.00,C,$3.25,UBS-CUST,"Per Unit",0.0500,0.0200,0.0000,0.0000,$40.9500,585,3.25,40.95
8/12/2021,DFilippidis,CBOE-WEX-CONNECT,SLO,81,.VIX,VIX,2021-10-20,$21.00,P,$3.59,UBS-CUST,"Per Unit",0.0500,0.0200,0.0000,0.0000,$5.6700,81,3.59,5.67
8/12/2021,DFilippidis,CBOE-WEX-CONNECT,BYO,81,.VIX,VIX,2021-10-20,$21.00,C,$3.33,UBS-CUST,"Per Unit",0.0500,0.0200,0.0000,0.0000,$5.6700,81,3.33,5.67
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4700,0.0000,$1.0400,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$0.5400,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,66,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$35.6400,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,58,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$31.3200,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$0.5400,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$0.5400,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,40,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$21.6000,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,10,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$5.4000,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$1.0800,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$0.5400,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,68,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$36.7200,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$0.5400,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$0.5400,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$2.1600,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$0.5400,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$0.5400,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,12,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$6.4800,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$0.5400,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.1000,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.1000,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$1.0800,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,11,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$5.9400,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.2000,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.2000,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.2000,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$0.5400,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.0500,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.2000,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.2000,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,26,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$1.3000,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.01,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.0500,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$0.5400,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,19,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$10.2600,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$0.5400,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,9,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$4.8600,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,15,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$8.1000,383,0.02,181.3
8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,"Per Unit",0.0500,0.0000,0.4900,0.0000,$0.5400,383,0.02,181.3
8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,8,EWT,EWT,2021-08-20,$60.00,P,$0.53,NEWFOUNDLAND-OMNI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.4000,300,0.54,-135.7425
8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,8,EWT,EWT,2021-09-17,$55.00,P,$0.55,NEWFOUNDLAND-OMNI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.4000,300,0.56,-135.7425
8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,"Per Unit",0.0500,0.0000,-0.7500,0.0000,$(8.4000),300,0.54,-135.7425
8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,2021-09-17,$55.00,P,$0.54,NEWFOUNDLAND-OMNI,"Per Unit",0.0500,0.0000,0.0000,0.0000,$0.6000,300,0.56,-135.7425
8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,"Per Unit",0.0500,0.0000,-0.7500,0.0000,$(0.7000),300,0.54,-135.7425
8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,"Per Unit",0.0500,0.0000,0.0025,0.0000,$0.0525,300,0.56,-135.7425
8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,17,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,"Per Unit",0.0500,0.0000,-0.7500,0.0000,$(11.9000),300,0.54,-135.7425
8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,13,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,"Per Unit",0.0500,0.0000,-0.7500,0.0000,$(9.1000),300,0.54,-135.7425
8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,30,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,"Per Unit",0.0500,0.0000,-0.7500,0.0000,$(21.0000),300,0.56,-135.7425
8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,10,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,"Per Unit",0.0500,0.0000,-0.7500,0.0000,$(7.0000),300,0.54,-135.7425
8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,"Per Unit",0.0500,0.0000,0.0025,0.0000,$0.0525,300,0.54,-135.7425
