Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,WEX Connect Rate,Exch. Fee Rate,Clearing Fee,Total Charge
6/1/2021,DSmanik,WEX-SWEEP-SPRD,SLO,6,CLDR,CLDR,2021-06-18,$16.00,C,$0.20,VIVALDI,Per Unit,0.0500,0.0000,-0.2500,0.0000,$(1.2000)
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,-0.2000,0.0000,$(1.5000)
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,-0.2000,0.0000,$(1.5000)
6/1/2021,DSmanik,WEX-SWEEP,SLO,7,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,-0.2000,0.0000,$(1.0500)
6/1/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.4300,0.0000,$1.4400
6/1/2021,DSmanik,WEX-SWEEP,SLO,6,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.4900,0.0000,$3.2400
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.4800,0.0000,$0.5300
6/1/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.1500
6/1/2021,DSmanik,WEX-SWEEP,SLO,7,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.3500
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.0500
6/1/2021,DSmanik,WEX-SWEEP,SLO,9,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.4500
6/1/2021,DSmanik,WEX-SWEEP,SLO,5,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.2500
6/1/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.4900,0.0000,$2.1600
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.4900,0.0000,$0.5400
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.4900,0.0000,$0.5400
6/1/2021,DSmanik,WEX-SWEEP,SLO,8,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.4900,0.0000,$4.3200
6/1/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.4300,0.0000,$0.9600
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.5000,0.0000,$5.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.5000,0.0000,$5.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.5000,0.0000,$5.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.5000,0.0000,$5.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.5000,0.0000,$5.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,7,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.5000,0.0000,$3.8500
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,-0.4200,0.0000,$(0.3700)
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,-0.3000,0.0000,$(0.2500)
6/1/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,2021-06-18,$16.00,C,$0.17,VIVALDI,Per Unit,0.0500,0.0000,-0.4300,0.0000,$(0.7600)
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.17,VIVALDI,Per Unit,0.0500,0.0000,-0.2500,0.0000,$(0.2000)
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.17,VIVALDI,Per Unit,0.0500,0.0000,-0.2500,0.0000,$(0.2000)
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.17,VIVALDI,Per Unit,0.0500,0.0000,-0.2500,0.0000,$(0.2000)
6/1/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,2021-06-18,$16.00,C,$0.17,VIVALDI,Per Unit,0.0500,0.0000,-0.3000,0.0000,$(0.5000)
6/1/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,2021-06-18,$16.00,C,$0.17,VIVALDI,Per Unit,0.0500,0.0000,-0.4200,0.0000,$(0.7400)
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.17,VIVALDI,Per Unit,0.0500,0.0000,-0.2500,0.0000,$(0.2000)
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.18,VIVALDI,Per Unit,0.0500,0.0000,0.4900,0.0000,$5.4000
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.18,VIVALDI,Per Unit,0.0500,0.0000,0.4900,0.0000,$5.4000
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.18,VIVALDI,Per Unit,0.0500,0.0000,0.4900,0.0000,$5.4000
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.18,VIVALDI,Per Unit,0.0500,0.0000,0.4900,0.0000,$5.4000
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.18,VIVALDI,Per Unit,0.0500,0.0000,0.4900,0.0000,$0.5400
6/1/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0025,0.0000,$0.1050
6/1/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0025,0.0000,$0.1575
6/1/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,-0.0100,0.0000,$0.1600
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.0500
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.0500
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.0500
6/1/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,2021-06-18,$16.00,C,$0.18,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.1500
6/1/2021,DSmanik,WEX-SWEEP,SLO,6,CLDR,CLDR,2021-06-18,$16.00,C,$0.17,VIVALDI,Per Unit,0.0500,0.0000,0.5000,0.0000,$3.3000
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.17,VIVALDI,Per Unit,0.0500,0.0000,0.4800,0.0000,$0.5300
6/1/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,2021-06-18,$16.00,C,$0.17,VIVALDI,Per Unit,0.0500,0.0000,0.5000,0.0000,$1.6500
6/1/2021,DSmanik,WEX-SWEEP,SLO,6,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.3000
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,9,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.4500
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.0500
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.0500
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.1500
6/1/2021,DSmanik,WEX-SWEEP,SLO,7,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.3500
6/1/2021,DSmanik,WEX-SWEEP,SLO,7,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.4300,0.0000,$3.3600
6/1/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.5000,0.0000,$1.6500
6/1/2021,DSmanik,WEX-SWEEP,SLO,6,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,-0.0100,0.0000,$0.2400
6/1/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.2000
6/1/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0025,0.0000,$0.1575
6/1/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0025,0.0000,$0.2100
6/1/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.1500
6/1/2021,DSmanik,WEX-SWEEP,SLO,7,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.3500
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,5,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,-0.2000,0.0000,$(0.7500)
6/1/2021,DSmanik,WEX-SWEEP,SLO,5,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.2500
6/1/2021,DSmanik,WEX-SWEEP,SLO,5,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,-0.2000,0.0000,$(0.7500)
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,-0.2000,0.0000,$(1.5000)
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,-0.2000,0.0000,$(1.5000)
6/1/2021,DSmanik,WEX-SWEEP,SLO,6,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,-0.0100,0.0000,$0.2400
6/1/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0025,0.0000,$0.1050
6/1/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0025,0.0000,$0.1050
6/1/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.2000
6/1/2021,DSmanik,WEX-SWEEP,SLO,5,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.2500
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.0500
6/1/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.5000
6/1/2021,DSmanik,WEX-SWEEP,SLO,6,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,-0.0100,0.0000,$0.2400
6/1/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0025,0.0000,$0.1050
6/1/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0025,0.0000,$0.1050
6/1/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.2000
6/1/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.1500
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.0500
6/1/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0025,0.0000,$0.1050
6/1/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0025,0.0000,$0.1575
6/1/2021,DSmanik,WEX-SWEEP,SLO,5,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,-0.0100,0.0000,$0.2000
6/1/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.1500
6/1/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.1000
6/1/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.2000
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.0500
6/1/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.1500
6/1/2021,DSmanik,WEX-SWEEP,SLO,6,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.3000
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.0500
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.0500
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.0500
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.0500
6/1/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0025,0.0000,$0.1050
6/1/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,-0.0100,0.0000,$0.1600
6/1/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0025,0.0000,$0.1575
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.0500
6/1/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.1500
6/1/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.1000
6/1/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.2000
6/1/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,2021-06-18,$16.00,C,$0.16,VIVALDI,Per Unit,0.0500,0.0000,0.0000,0.0000,$0.0500
