WEX Connect Rate,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,Exch\. Fee Rate,Clearing Fee,Total Charge,drv_trade_client_account_execution_id
0,1/15/2021,EMureau,ISE-OPT,SLO,1,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.0500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,2,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.1000,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,9,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.4500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,13,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.6500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,1,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.0500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,1,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.0500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,1,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.0500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,1,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.0500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,2,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.1000,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,3,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.1500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,1,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.0500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,1,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.0500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,2,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.1000,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,1,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.0500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,4,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.2000,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,10,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.5000,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,4,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.2000,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,13,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.6500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,1,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.0500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,9,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.4500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,18,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.9000,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,1,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.0500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,11,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.5500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,1,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.0500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,4,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.2000,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,2,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.1000,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,1,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.0500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,1,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.0500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,1,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.0500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,4,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.2000,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,5,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.2500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,3,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.1500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,2,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.1000,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,4,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.2000,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,7,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.3500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,7,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.3500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,3,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.1500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,1,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.0500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,4,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.2000,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,3,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.1500,331166
0,1/15/2021,EMureau,ISE-OPT,SLO,6,PINS,PINS,18/06/2021,$47.00,P,$3.20,BNP,Per Unit,0.05,0,0,$0.3000,331166
0,1/22/2021,EMureau,ISE-OPT,SLO,50,PFE,PFE,20/01/2023,$35.00,P,$5.65,BNP,Per Unit,0.05,0,0,$2.5000,265338
0,1/22/2021,EMureau,ISE-OPT,SLO,44,PFE,PFE,20/01/2023,$35.00,P,$5.65,BNP,Per Unit,0.05,0,0,$2.2000,265338
0,1/22/2021,EMureau,ISE-OPT,SLO,6,PFE,PFE,20/01/2023,$35.00,P,$5.65,BNP,Per Unit,0.05,0,0,$0.3000,265338
0,1/22/2021,EMureau,ISE-OPT,SLO,50,PFE,PFE,20/01/2023,$35.00,P,$5.65,BNP,Per Unit,0.05,0,0,$2.5000,265338
0,1/22/2021,EMureau,ISE-OPT,SLO,50,PFE,PFE,20/01/2023,$35.00,P,$5.65,BNP,Per Unit,0.05,0,0,$2.5000,265338
0,1/22/2021,EMureau,ISE-OPT,SLO,8,PFE,PFE,20/01/2023,$35.00,P,$5.65,BNP,Per Unit,0.05,0,0,$0.4000,265338
0,1/22/2021,EMureau,ISE-OPT,SLO,31,PFE,PFE,20/01/2023,$35.00,P,$5.65,BNP,Per Unit,0.05,0,0,$1.5500,265338
0,1/22/2021,EMureau,ISE-OPT,SLO,1,PFE,PFE,20/01/2023,$35.00,P,$5.65,BNP,Per Unit,0.05,0,0,$0.0500,265338
0,1/22/2021,EMureau,ISE-OPT,SLO,4,PFE,PFE,20/01/2023,$35.00,P,$5.65,BNP,Per Unit,0.05,0,0,$0.2000,265338
0,1/22/2021,EMureau,ISE-OPT,SLO,1,PFE,PFE,20/01/2023,$35.00,P,$5.65,BNP,Per Unit,0.05,0,0,$0.0500,265338
0,1/22/2021,EMureau,ISE-OPT,SLO,5,PFE,PFE,20/01/2023,$35.00,P,$5.65,BNP,Per Unit,0.05,0,0,$0.2500,265338
0,1/22/2021,EMureau,ISE-OPT,SLO,50,PFE,PFE,20/01/2023,$35.00,P,$5.65,BNP,Per Unit,0.05,0,0,$2.5000,265338
0,1/22/2021,EMureau,ISE-OPT,SLO,50,PFE,PFE,20/01/2023,$35.00,P,$5.65,BNP,Per Unit,0.05,0,0,$2.5000,265338
0,1/22/2021,EMureau,ISE-OPT,SLO,10,PFE,PFE,20/01/2023,$35.00,P,$5.65,BNP,Per Unit,0.05,0,0,$0.5000,265338
0,1/22/2021,EMureau,ISE-OPT,SLO,2,PFE,PFE,20/01/2023,$35.00,P,$5.65,BNP,Per Unit,0.05,0,0,$0.1000,265338
0,1/22/2021,EMureau,ISE-OPT,SLO,1,PFE,PFE,20/01/2023,$35.00,P,$5.65,BNP,Per Unit,0.05,0,0,$0.0500,265338
0,1/22/2021,EMureau,ISE-OPT,SLO,3,PFE,PFE,20/01/2023,$35.00,P,$5.65,BNP,Per Unit,0.05,0,0,$0.1500,265338
0,1/22/2021,EMureau,ISE-OPT,SLO,34,PFE,PFE,20/01/2023,$35.00,P,$5.65,BNP,Per Unit,0.05,0,0,$1.7000,265338
0,1/25/2021,EMureau,ISE-OPT,BYO,4,SBUX,SBUX,21/01/2022,$80.00,P,$4.25,BARCAP,Per Unit,0.05,0,0,$0.2000,255179
0,1/25/2021,EMureau,ISE-OPT,BYO,5,SBUX,SBUX,21/01/2022,$80.00,P,$4.25,BARCAP,Per Unit,0.05,0,0,$0.2500,255179
0,1/25/2021,EMureau,ISE-OPT,BYO,4,SBUX,SBUX,21/01/2022,$80.00,P,$4.25,BARCAP,Per Unit,0.05,0,0,$0.2000,255179
0,1/25/2021,EMureau,ISE-OPT,BYO,1,SBUX,SBUX,21/01/2022,$80.00,P,$4.25,BARCAP,Per Unit,0.05,0,0,$0.0500,255179
0,1/25/2021,EMureau,ISE-OPT,BYO,3,SBUX,SBUX,21/01/2022,$80.00,P,$4.25,BARCAP,Per Unit,0.05,0,0,$0.1500,255179
0,1/25/2021,EMureau,ISE-OPT,BYO,1,SBUX,SBUX,21/01/2022,$80.00,P,$4.25,BARCAP,Per Unit,0.05,0,0,$0.0500,255179
0,1/25/2021,EMureau,ISE-OPT,BYO,1,SBUX,SBUX,21/01/2022,$80.00,P,$4.25,BARCAP,Per Unit,0.05,0,0,$0.0500,255179
0,1/25/2021,EMureau,ISE-OPT,BYO,4,SBUX,SBUX,21/01/2022,$80.00,P,$4.25,BARCAP,Per Unit,0.05,0,0,$0.2000,255179
0,1/25/2021,EMureau,ISE-OPT,BYO,1,SBUX,SBUX,21/01/2022,$80.00,P,$4.25,BARCAP,Per Unit,0.05,0,0,$0.0500,255179
0,1/25/2021,EMureau,ISE-OPT,BYO,4,SBUX,SBUX,21/01/2022,$80.00,P,$4.25,BARCAP,Per Unit,0.05,0,0,$0.2000,255179
0,1/25/2021,EMureau,ISE-OPT,BYO,6,SBUX,SBUX,21/01/2022,$80.00,P,$4.25,BARCAP,Per Unit,0.05,0,0,$0.3000,255179
0,1/25/2021,EMureau,ISE-OPT,BYO,5,SBUX,SBUX,21/01/2022,$80.00,P,$4.25,BARCAP,Per Unit,0.05,0,0,$0.2500,255179
0,1/25/2021,EMureau,ISE-OPT,BYO,1,SBUX,SBUX,21/01/2022,$80.00,P,$4.25,BARCAP,Per Unit,0.05,0,0,$0.0500,255179
0,1/25/2021,EMureau,ISE-OPT,BYO,4,SBUX,SBUX,21/01/2022,$80.00,P,$4.25,BARCAP,Per Unit,0.05,0,0,$0.2000,255179
0,1/25/2021,EMureau,ISE-OPT,BYO,2,SBUX,SBUX,21/01/2022,$80.00,P,$4.25,BARCAP,Per Unit,0.05,0,0,$0.1000,255179
0,1/25/2021,EMureau,ISE-OPT,BYO,2,SBUX,SBUX,21/01/2022,$80.00,P,$4.25,BARCAP,Per Unit,0.05,0,0,$0.1000,255179
0,1/25/2021,EMureau,ISE-OPT,BYO,4,SBUX,SBUX,21/01/2022,$80.00,P,$4.25,BARCAP,Per Unit,0.05,0,0,$0.2000,255179
0,1/25/2021,EMureau,ISE-OPT,BYO,1,SBUX,SBUX,21/01/2022,$80.00,P,$4.25,BARCAP,Per Unit,0.05,0,0,$0.0500,255179
0,1/25/2021,EMureau,ISE-OPT,BYO,1,SBUX,SBUX,21/01/2022,$80.00,P,$4.25,BARCAP,Per Unit,0.05,0,0,$0.0500,255179
