Clearing Fee,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,Exch\. Fee Rate,WEX Connect Rate,Total Charge,modifiedDate,modifiedUser,modifiedSide,modifiedExecQty,modifiedSecurity,modifiedRoot,modifiedExpiry,modifiedStrike,modifiedCallPut,modifiedAveragePrice,modifiedPortfolio,modifiedCommissionType,modifiedCommissionRate,modifiedTotalCharge
0,08/03/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SPAK,SPAK,17/09/2021,$20.00,P,$0.45,DIFESA-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),8/3/2021,dsmanik,b,1,spak,spak,9/17/2021,20,p,0.45,difesa,per unit,0.05,-0.8
0,08/04/2021,DSmanik,WEX-SWEEP-SPRD,SLO,250,LUXA,LUXA,15/10/2021,$10.00,C,$0.13,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$13.1250,8/4/2021,dsmanik,s,290,luxa,luxa,10/15/2021,10,c,0.13,vivaldi,per unit,0.05,15.23
0,08/05/2021,DFilippidis,PHLX-WEX-CONNECT,BYO,800,GDX,GDX,20/01/2023,$31.00,P,$3.05,UBS-CUST,Per Unit,0.05,0,0.02,$56.0000,8/5/2021,dfilippidis,b,800,gdx,gdx,1/20/2023,31,p,3.05,ubs,per unit,0.05,56
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,3,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$2.7000,8/5/2021,dsmanik,b,473,myps,myps,8/20/2021,5,p,0.2,difesa,per unit,0.05,171.7
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,2,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0800,8/5/2021,dsmanik,s,261,agcb,agcb,10/15/2021,10,c,0.1,vivaldi,per unit,0.05,12.91
0,08/06/2021,DSmanik,CBOE-OPT,BYO,1,BLUE,BLUE,20/08/2021,$65.00,C,$0.10,CITIFB,Per Unit,0.05,0.0025,0,$0.0525,8/6/2021,dsmanik,b,1,blue,blue,8/20/2021,65,c,0.1,citifb,per unit,0.05,0.05
0,08/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,100,AGCB,AGCB,15/10/2021,$10.00,C,$0.07,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$5.2500,8/6/2021,dsmanik,s,110,agcb,agcb,10/15/2021,10,c,0.07,vivaldi,per unit,0.05,5.78
0,08/06/2021,DSmanik,ISE-OPT,SLO,2,FSLY,FSLY,20/01/2023,$60.00,C,$8.05,BNP,Per Unit,0.05,0,0,$0.1000,8/6/2021,dsmanik,s,15,fsly,fsly,1/20/2023,60,c,8.01,bnp,per unit,0.05,0.75
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,19/11/2021,$10.00,C,$0.19,VIVALDI-OMNI,Per Unit,0.05,0.49,0,$0.5400,8/9/2021,dsmanik,s,61,ipof,ipof,11/19/2021,10,c,0.19,vivaldi,per unit,0.05,23.72
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),8/9/2021,dsmanik,s,45,luxa,luxa,10/15/2021,10,c,0.1,vivaldi,per unit,0.05,-35.75
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,3,MCMJ,MCMJ,15/10/2021,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$2.7000,8/9/2021,dsmanik,s,202,mcmj,mcmj,10/15/2021,10,c,0.2,vivaldi,per unit,0.05,95.4
0,08/09/2021,DFilippidis,PHLX-WEX-CONNECT,BYO,"1,000",GDX,GDX,20/01/2023,$29.00,P,$2.89,UBS-CUST,Per Unit,0.05,0,0.02,$70.0000,8/9/2021,dfilippidis,b,1000,gdx,gdx,1/20/2023,29,p,2.89,ubs,per unit,0.05,70
0,08/09/2021,DSmanik,WEX-SWEEP,BYO,8,MYPS,MYPS,20/08/2021,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,-0.85,0,$(6.4000),8/9/2021,dsmanik,b,320,myps,myps,8/20/2021,5,p,0.15,difesa,per unit,0.05,-256.15
0,08/10/2021,DSmanik,WEX-SWEEP,SLO,1,MCMJ,MCMJ,15/10/2021,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,8/10/2021,dsmanik,s,1,mcmj,mcmj,10/15/2021,10,c,0.2,vivaldi,per unit,0.05,0.9
0,08/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,2,IPOF,IPOF,19/11/2021,$10.00,C,$0.19,VIVALDI-OMNI,Per Unit,0.05,0.49,0,$1.0800,8/10/2021,dsmanik,s,2,ipof,ipof,11/19/2021,10,c,0.19,vivaldi,per unit,0.05,1.08
0,08/10/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),8/10/2021,dsmanik,s,677,luxa,luxa,10/15/2021,10,c,0.05,vivaldi,per unit,0.05,31.63
0,08/10/2021,DFilippidis,PHLX-WEX-CONNECT,BYO,"4,750",XLF,XLF,17/09/2021,$36.00,P,$0.29,UBS-CUST,Per Unit,0.05,0,0.02,$332.5000,8/10/2021,dfilippidis,b,4750,xlf,xlf,9/17/2021,36,p,0.29,ubs,per unit,0.05,332.5
0,08/10/2021,DFilippidis,PHLX-WEX-CONNECT,BYO,"2,200",XLF,XLF,17/09/2021,$38.00,P,$0.75,UBS-CUST,Per Unit,0.05,0,0.02,$154.0000,8/10/2021,dfilippidis,b,2200,xlf,xlf,9/17/2021,38,p,0.75,ubs,per unit,0.05,154
0,08/10/2021,DFilippidis,PHLX-WEX-CONNECT,BYO,"2,200",XLF,XLF,17/09/2021,$40.00,C,$0.31,UBS-CUST,Per Unit,0.05,0,0.02,$154.0000,8/10/2021,dfilippidis,b,2200,xlf,xlf,9/17/2021,40,c,0.31,ubs,per unit,0.05,154
0,08/10/2021,DSmanik,WEX-SWEEP,SLO,4,MDLA,MDLA,17/09/2021,$35.00,C,$0.15,WESTCHESTER,Per Unit,0.05,0,0,$0.2000,8/10/2021,dsmanik,s,4,mdla,mdla,9/17/2021,35,c,0.15,westchester,per unit,0.05,0.2
0,08/10/2021,DFilippidis,CBOE-WEX-CONNECT,SLO,175,.VIX,VIX,18/08/2021,$18.00,C,$1.05,UBS-CUST,Per Unit,0.05,0,0.02,$12.2500,8/10/2021,dfilippidis,s,175,.vix,vix,8/18/2021,18,c,1.05,ubs,per unit,0.05,12.25
0,08/10/2021,DFilippidis,CBOE-WEX-CONNECT,SLO,500,.VIX,VIX,17/11/2021,$22.00,C,$4.20,UBS-CUST,Per Unit,0.05,0,0.02,$35.0000,8/10/2021,dfilippidis,s,500,.vix,vix,11/17/2021,22,c,4.2,ubs,per unit,0.05,35
0,08/10/2021,DFilippidis,CBOE-WEX-CONNECT,SLO,305,.VIX,VIX,17/11/2021,$23.00,P,$4.50,UBS-CUST,Per Unit,0.05,0,0.02,$21.3500,8/10/2021,dfilippidis,s,305,.vix,vix,11/17/2021,23,p,4.5,ubs,per unit,0.05,21.35
0,08/11/2021,DSmanik,WEX-SWEEP,BYO,2,SUNL,SUNL,20/08/2021,$7.50,P,$0.10,DIFESA-OMNI,Per Unit,0.05,-0.8,0,$(1.5000),8/11/2021,dsmanik,b,2,sunl,sunl,8/20/2021,7.5,p,0.1,difesa,per unit,0.05,-1.5
0,08/11/2021,DSmanik,WEX-SWEEP,SLO,1,BTWN,BTWN,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.86,0,$(0.8100),8/11/2021,dsmanik,s,259,btwn,btwn,10/15/2021,10,c,0.1,vivaldi,per unit,0.05,143.92
0,08/11/2021,DSmanik,WEX-SWEEP,BYO,50,MYPS,MYPS,20/08/2021,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0.85,0,$45.0000,8/11/2021,dsmanik,b,207,myps,myps,8/20/2021,5,p,0.15,difesa,per unit,0.05,-72.61
0,08/11/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,8/11/2021,dsmanik,s,1,luxa,luxa,10/15/2021,10,c,0.05,vivaldi,per unit,0.05,0.9
0,08/12/2021,DSmanik,WEX-SWEEP,SLO,1,BTWN,BTWN,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,8/12/2021,dsmanik,s,57,btwn,btwn,10/15/2021,10,c,0.1,vivaldi,per unit,0.05,-9.83
0,08/12/2021,DSmanik,WEX-SWEEP,SLO,7,LUXA,LUXA,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(5.6000),8/12/2021,dsmanik,s,46,luxa,luxa,10/15/2021,10,c,0.05,vivaldi,per unit,0.05,-19.62
0,08/12/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,19/11/2021,$10.00,C,$0.21,VIVALDI-OMNI,Per Unit,0.05,0.49,0,$0.5400,8/12/2021,dsmanik,s,9,ipof,ipof,11/19/2021,10,c,0.21,vivaldi,per unit,0.05,4.86
0,08/12/2021,DSmanik,WEX-SWEEP-SPRD,SLO,200,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$10.5000,8/12/2021,dsmanik,s,547,pipp,pipp,10/15/2021,10,c,0.05,vivaldi,per unit,0.05,28.61
0,08/12/2021,DFilippidis,CBOE-WEX-CONNECT,SLO,300,.VIX,VIX,20/10/2021,$35.00,C,$1.51,UBS-CUST,Per Unit,0.05,0,0.02,$21.0000,8/12/2021,dfilippidis,s,300,.vix,vix,10/20/2021,35,c,1.51,ubs,per unit,0.05,21
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,SLO,200,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$10.5000,8/13/2021,dsmanik,s,905,pipp,pipp,10/15/2021,10,c,0.05,vivaldi,per unit,0.05,85.7
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,19/11/2021,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0.47,0,$0.5200,8/13/2021,dsmanik,s,383,ipof,ipof,11/19/2021,10,c,0.2,vivaldi,per unit,0.05,181.3
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,6,LUXA,LUXA,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.2400,8/13/2021,dsmanik,s,187,luxa,luxa,10/15/2021,10,c,0.05,vivaldi,per unit,0.05,8.56
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),8/13/2021,dsmanik,s,100,ppc,ppc,8/20/2021,28,c,0.38,havens,per unit,0.05,-6.82
0,8/13/2021,DSmanik,WEX-SWEEP,SLC,4,MYPS,MYPS,20/08/2021,$5.00,P,$0.40,DIFESA-OMNI,Per Unit,0.05,-0.85,0,$(3.2000),8/13/2021,dsmanik,s,200,myps,myps,8/20/2021,5,p,0.4,difesa,per unit,0.05,-39.47
0,8/13/2021,DSmanik,WEX-SWEEP,BYO,1,SKIN,SKIN,19/11/2021,$12.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0.85,0,$0.9000,8/13/2021,dsmanik,b,200,skin,skin,11/19/2021,12.5,p,0.15,difesa,per unit,0.05,76.08
0,8/16/2021,DSmanik,WEX-BESTX-OPT,SLO,3,IPOF,IPOF,19/11/2021,$10.00,C,$0.18,VIVALDI-OMNI,Per Unit,0.05,0.5,0,$1.6500,8/16/2021,dsmanik,s,96,ipof,ipof,11/19/2021,10,c,0.18,vivaldi,per unit,0.05,-24.03
0,8/16/2021,DSmanik,WEX-SWEEP,SLC,21,MYPS,MYPS,20/08/2021,$5.00,P,$0.30,DIFESA-OMNI,Per Unit,0.05,-0.85,0,$(16.8000),8/16/2021,dsmanik,s,200,myps,myps,8/20/2021,5,p,0.3,difesa,per unit,0.05,-159.94
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,BYO,8,EWT,EWT,17/09/2021,$60.00,P,$1.64,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.4000,8/17/2021,dsmanik,b,300,ewt,ewt,9/17/2021,60,p,1.65,newfoundland,per unit,0.05,-135.75
0,8/17/2021,DSmanik,ISE-OPT,SLO,1,AI,AI,17/06/2022,$35.00,P,$5.60,BNP,Per Unit,0.05,0,0,$0.0500,8/17/2021,dsmanik,s,662,ai,ai,6/17/2022,35,p,5.6,bnp,per unit,0.05,33.1
0,8/18/2021,DSmanik,WEX-BESTX-OPT,SLC,10,MYPS,MYPS,20/08/2021,$5.00,P,$0.90,DIFESA,Per Unit,0.05,-0.86,0,$(8.1000),8/18/2021,dsmanik,s,200,myps,myps,8/20/2021,5,p,0.83,difesa,per unit,0.05,-157.93
0,8/18/2021,DSmanik,WEX-SWEEP,BYO,19,MYPS,MYPS,19/11/2021,$5.00,C,$0.40,DIFESA,Per Unit,0.05,-0.8,0,$(14.2500),8/18/2021,dsmanik,b,122,myps,myps,11/19/2021,5,c,0.4,difesa,per unit,0.05,-96.29
0,8/18/2021,DFilippidis,PHLX-WEX-CONNECT,SLO,250,JPM,JPM,17/06/2022,$185.00,C,$4.40,UBS-CUST,Per Unit,0.05,0,0.02,$17.5000,8/18/2021,dfilippidis,s,250,jpm,jpm,6/17/2022,185,c,4.4,ubs,per unit,0.05,17.5
0,8/18/2021,DFilippidis,PHLX-WEX-CONNECT,BYO,"2,950",GDX,GDX,20/01/2023,$44.00,C,$1.64,UBS-CUST,Per Unit,0.05,0,0.02,$206.5000,8/18/2021,dfilippidis,b,2950,gdx,gdx,1/20/2023,44,c,1.64,ubs,per unit,0.05,206.5
0,8/19/2021,DSmanik,WEX-BESTX-OPT,SLC,16,MYPS,MYPS,20/08/2021,$5.00,P,$0.90,DIFESA,Per Unit,0.05,-0.85,0,$(12.8000),8/19/2021,dsmanik,s,331,myps,myps,8/20/2021,5,p,0.96,difesa,per unit,0.05,-107.65
0,8/19/2021,DSmanik,WEX-BESTX-OPT,SLC,20,LEV,LEV,20/08/2021,$12.50,P,$0.65,DIFESA,Per Unit,0.05,-0.85,0,$(16.0000),8/19/2021,dsmanik,s,500,lev,lev,8/20/2021,12.5,p,0.67,difesa,per unit,0.05,-395.07
0,8/19/2021,DSmanik,WEX-BESTX-OPT,BYO,1,MYPS,MYPS,19/11/2021,$5.00,C,$0.40,DIFESA,Per Unit,0.05,-0.86,0,$(0.8100),8/19/2021,dsmanik,b,1,myps,myps,11/19/2021,5,c,0.4,difesa,per unit,0.05,-0.81
0,8/20/2021,DSmanik,WEX-SWEEP,SLC,1,SUNL,SUNL,20/08/2021,$7.50,P,$2.30,DIFESA-OMNI,Per Unit,0.05,-0.86,0,$(0.8100),8/20/2021,dsmanik,s,2,sunl,sunl,8/20/2021,7.5,p,2.3,difesa,per unit,0.05,-1.61
0,8/20/2021,DSmanik,WEX-SWEEP,SLC,1,MYPS,MYPS,20/08/2021,$5.00,P,$0.65,DIFESA-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),8/20/2021,dsmanik,s,69,myps,myps,8/20/2021,5,p,0.61,difesa,per unit,0.05,-4.11
0,8/20/2021,DSmanik,WEX-SWEEP,SLO,5,IPOF,IPOF,17/12/2021,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0.49,0,$2.7000,8/20/2021,dsmanik,s,199,ipof,ipof,12/17/2021,10,c,0.2,vivaldi,per unit,0.05,107.47
0,8/20/2021,DSmanik,WEX-SWEEP,SLO,10,IPOF,IPOF,17/12/2021,$12.50,C,$0.11,KEPOS,Per Unit,0.05,0.0025,0,$0.5250,8/20/2021,dsmanik,s,2000,ipof,ipof,12/17/2021,12.5,c,0.11,kepos,per unit,0.05,677.52
0,8/25/2021,DFilippidis,CBOE-WEX-CONNECT,SLO,600,.VIX,VIX,15/09/2021,$16.00,P,$0.20,UBS-CUST,Per Unit,0.05,0,0.02,$42.0000,8/25/2021,dfilippidis,s,600,.vix,vix,9/15/2021,16,p,0.2,ubs,per unit,0.05,42
0,8/26/2021,DFilippidis,AWAY-MIZUHO-OSCARGRUSS,SLO,500,ZM,ZM,19/11/2021,$290.00,P,$9.60,MIZUHO,Per Unit,0.05,0,0.02,$35.0000,8/26/2021,dfilippidis,s,500,zm,zm,11/19/2021,290,p,9.6,mizuho,per unit,0.05,35
0,8/26/2021,DSmanik,WEX-BESTX-OPT,BYO,1,CYXT,CYXT,17/09/2021,$7.50,P,$0.25,DIFESA-OMNI,Per Unit,0.05,0,0,$0.0500,8/26/2021,dsmanik,b,150,cyxt,cyxt,9/17/2021,7.5,p,0.25,difesa,per unit,0.05,-104.92
0,8/26/2021,DSmanik,WEX-SWEEP,BYO,9,PTON,PTON,21/01/2022,$50.00,P,$0.53,CITIFB,Per Unit,0.05,-0.43,0,$(3.4200),8/26/2021,dsmanik,b,200,pton,pton,1/21/2022,50,p,0.53,citifb,per unit,0.05,-25.98
0,8/30/2021,DSmanik,WEX-BESTX-OPT,BYO,13,CYXT,CYXT,17/09/2021,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,-0.85,0,$(10.4000),8/30/2021,dsmanik,b,75,cyxt,cyxt,9/17/2021,7.5,p,0.15,difesa,per unit,0.05,-59.14
0,8/31/2021,DFilippidis,CBOE-WEX-CONNECT,SLC,"2,000",.VIX,VIX,20/10/2021,$19.00,P,$1.71,UBS-CUST,Per Unit,0.05,0,0.02,$140.0000,8/31/2021,dfilippidis,s,2000,.vix,vix,10/20/2021,19,p,1.71,ubs,per unit,0.05,140
