WEX Connect Rate,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,Exch. Fee Rate,Clearing Fee,Total Charge
0,2/8/2021,EMureau,ISE-OPT,BYO,25,DBX,DBX,2021-04-16,$16.00,P,$0.29,CITI,Per Unit,0.05,0,0,$1.2500
0,2/8/2021,EMureau,ISE-OPT,BYO,15,DBX,DBX,2021-04-16,$16.00,P,$0.29,CITI,Per Unit,0.05,0,0,$0.7500
0,2/8/2021,EMureau,ISE-OPT,BYO,25,DBX,DBX,2021-04-16,$16.00,P,$0.29,CITI,Per Unit,0.05,0,0,$1.2500
0,2/8/2021,EMureau,CBOE-OPT,BYO,12,DBX,DBX,2021-04-16,$16.00,P,$0.29,CITI,Per Unit,0.05,0,0,$0.6000
0,2/8/2021,EMureau,CBOE-OPT,BYO,13,DBX,DBX,2021-04-16,$16.00,P,$0.29,CITI,Per Unit,0.05,0,0,$0.6500
0,2/8/2021,EMureau,CBOE-OPT,BYO,13,DBX,DBX,2021-04-16,$16.00,P,$0.29,CITI,Per Unit,0.05,0,0,$0.6500
0,2/8/2021,EMureau,ISE-OPT,BYO,1,DBX,DBX,2021-04-16,$16.00,P,$0.29,CITI,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.05,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.05,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,12,PLTR,PLTR,2021-08-20,$25.00,P,$5.05,BNP,Per Unit,0.05,0,0,$0.6000
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.05,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,14,PLTR,PLTR,2021-08-20,$25.00,P,$5.05,BNP,Per Unit,0.05,0,0,$0.7000
0,2/12/2021,EMureau,ISE-OPT,SLO,2,PLTR,PLTR,2021-08-20,$25.00,P,$5.05,BNP,Per Unit,0.05,0,0,$0.1000
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,48,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$2.4000
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.16,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,3,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$0.1500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,28,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$1.4000
0,2/12/2021,EMureau,ISE-OPT,SLO,3,PLTR,PLTR,2021-08-20,$25.00,P,$5.16,BNP,Per Unit,0.05,0,0,$0.1500
0,2/12/2021,EMureau,ISE-OPT,SLO,3,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$0.1500
0,2/12/2021,EMureau,ISE-OPT,SLO,3,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$0.1500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,6,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$0.3000
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,10,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$0.5000
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,7,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$0.3500
0,2/12/2021,EMureau,ISE-OPT,SLO,2,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$0.1000
0,2/12/2021,EMureau,ISE-OPT,SLO,20,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$1.0000
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,50,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$2.5000
0,2/12/2021,EMureau,ISE-OPT,SLO,50,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$2.5000
0,2/12/2021,EMureau,ISE-OPT,SLO,50,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$2.5000
0,2/12/2021,EMureau,ISE-OPT,SLO,3,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.1500
0,2/12/2021,EMureau,ISE-OPT,SLO,3,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.1500
0,2/12/2021,EMureau,ISE-OPT,SLO,2,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.1000
0,2/12/2021,EMureau,ISE-OPT,SLO,2,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.1000
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,28,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$1.4000
0,2/12/2021,EMureau,ISE-OPT,SLO,21,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$1.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,10,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.5000
0,2/12/2021,EMureau,ISE-OPT,SLO,9,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.4500
0,2/12/2021,EMureau,ISE-OPT,SLO,7,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.3500
0,2/12/2021,EMureau,ISE-OPT,SLO,16,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.8000
0,2/12/2021,EMureau,ISE-OPT,SLO,7,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.3500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.15,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,16,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.8000
0,2/12/2021,EMureau,ISE-OPT,SLO,10,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.5000
0,2/12/2021,EMureau,ISE-OPT,SLO,9,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.4500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,7,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.3500
0,2/12/2021,EMureau,ISE-OPT,SLO,5,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.2500
0,2/12/2021,EMureau,ISE-OPT,SLO,5,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.2500
0,2/12/2021,EMureau,ISE-OPT,SLO,2,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.1000
0,2/12/2021,EMureau,ISE-OPT,SLO,3,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.1500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,2,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.1000
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,14,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.7000
0,2/12/2021,EMureau,ISE-OPT,SLO,15,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.7500
0,2/12/2021,EMureau,ISE-OPT,SLO,15,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.7500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,2,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.1000
0,2/12/2021,EMureau,ISE-OPT,SLO,2,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.1000
0,2/12/2021,EMureau,ISE-OPT,SLO,3,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.1500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,2,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.1000
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,7,PLTR,PLTR,2021-08-20,$25.00,P,$5.11,BNP,Per Unit,0.05,0,0,$0.3500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,12,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.6000
0,2/12/2021,EMureau,ISE-OPT,SLO,8,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.4000
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.11,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,8,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.4000
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.11,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,28,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$1.4000
0,2/12/2021,EMureau,ISE-OPT,SLO,6,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.3000
0,2/12/2021,EMureau,ISE-OPT,SLO,50,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$2.5000
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,46,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$2.3000
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.2000
0,2/12/2021,EMureau,ISE-OPT,SLO,3,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.1500
0,2/12/2021,EMureau,ISE-OPT,SLO,2,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.1000
0,2/12/2021,EMureau,ISE-OPT,SLO,3,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.1500
0,2/12/2021,EMureau,ISE-OPT,SLO,2,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.1000
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,2,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.1000
0,2/12/2021,EMureau,ISE-OPT,SLO,1,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.0500
0,2/12/2021,EMureau,ISE-OPT,SLO,32,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$1.6000
0,2/12/2021,EMureau,ISE-OPT,SLO,10,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.5000
0,2/12/2021,EMureau,ISE-OPT,SLO,4,PLTR,PLTR,2021-08-20,$25.00,P,$5.10,BNP,Per Unit,0.05,0,0,$0.2000
