Clearing Fee,Date,User,Route,Exec Qty,Side,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,WEX Connect Rate,Exch\. Fee Rate,Total Charge
0,08/12/2021,DFilippidis,CBOE-WEX-CONNECT,2,s,.VIX,VIX,20/10/2021,$21.00,C,3.29,UBS-CUST,Per Unit,0.05,0.02,0,0.95
0,08/12/2021,DFilippidis,,2,s,PIPP,PIPP,15/10/2021,$10.00,C,0.05,VIVALDI-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,6.85
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,25600,s,PIPP,PIPP,15/10/2021,$10.00,C,0.05,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0.79
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,7400,s,IPOF,IPOF,20/08/2021,$10.00,C,0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.47,0.07
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,8000,s,IPOF,IPOF,19/11/2021,$10.00,C,0.21,VIVALDI-OMNI,Per Unit,0.05,0,0.47,0.55
0,8/13/2021,DSmanik,WEX-SWEEP,6800,s,LUXA,LUXA,15/10/2021,$10.00,C,0.05,VIVALDI-OMNI,Per Unit,0.05,0,-0.01,0.24
0,8/13/2021,DSmanik,WEX-SWEEP,15000,s,PPC,PPC,20/08/2021,$28.00,C,0.38,HAVENS-OMNI,Per Unit,0.05,0,-0.85,0.82
0,8/13/2021,DSmanik,WEX-SWEEP,4400,s,SKIN,SKIN,19/11/2021,$12.50,P,0.15,DIFESA-OMNI,Per Unit,0.05,0,0.85,0.98
0,8/16/2021,DSmanik,WEX-BESTX-OPT,21,s,IPOF,IPOF,19/11/2021,$10.00,C,0.18,VIVALDI-OMNI,Per Unit,0.05,0,0.5,0.68
0,8/16/2021,DSmanik,WEX-SWEEP,39,s,MYPS,MYPS,20/08/2021,$5.00,P,0.3,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0.87
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,224,s,EWT,EWT,20/08/2021,$60.00,P,0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0.56
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,176,s,EWT,EWT,17/09/2021,$55.00,P,0.55,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0.46
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,192,s,EWT,EWT,17/09/2021,$60.00,P,1.65,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0.45
0,8/17/2021,DSmanik,ISE-OPT,1200,s,AI,AI,17/06/2022,$35.00,P,5.6,BNP,Per Unit,0.05,0,0,0.05
0,8/18/2021,DSmanik,WEX-BESTX-OPT,250,s,MYPS,MYPS,20/08/2021,$5.00,P,0.84,DIFESA,Per Unit,0.05,0,-0.86,0.35
0,8/18/2021,DSmanik,WEX-SWEEP,70,s,MYPS,MYPS,19/11/2021,$5.00,C,0.4,DIFESA,Per Unit,0.05,0,-0.8,0.26
0,8/19/2021,DSmanik,WEX-BESTX-OPT,656,s,MYPS,MYPS,20/08/2021,$5.00,P,0.98,DIFESA,Per Unit,0.05,0,-0.85,0.26
0,8/19/2021,DSmanik,WEX-BESTX-OPT,880,s,LEV,LEV,20/08/2021,$12.50,P,0.67,DIFESA,Per Unit,0.05,0,-0.85,0.13
0,8/20/2021,DSmanik,WEX-SWEEP,2,s,SUNL,SUNL,20/08/2021,$7.50,P,2.3,DIFESA-OMNI,Per Unit,0.05,0,-0.86,0.81
0,8/20/2021,DSmanik,WEX-SWEEP,14,s,MYPS,MYPS,20/08/2021,$5.00,P,0.62,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0.81
0,8/20/2021,DSmanik,WEX-SWEEP,8,s,IPOF,IPOF,17/12/2021,$10.00,C,0.2,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0.71
0,8/20/2021,DSmanik,WEX-SWEEP,212,s,IPOF,IPOF,17/12/2021,$12.50,C,0.11,KEPOS,Per Unit,0.05,0,0.0025,0.68
0,8/26/2021,DSmanik,WEX-BESTX-OPT,11500,s,CYXT,CYXT,17/09/2021,$7.50,P,0.25,DIFESA-OMNI,Per Unit,0.05,0,0,0.15
0,8/26/2021,DSmanik,CBOE-OPT,41000,s,HPQ,HPQ,17/09/2021,$27.00,P,0.48,CITI,Per Unit,0.05,0,0,0.42
0,8/26/2021,DSmanik,WEX-SWEEP,27000,s,PTON,PTON,21/01/2022,$50.00,P,0.53,CITIFB,Per Unit,0.05,0,-0.43,0.43
0,8/30/2021,DSmanik,WEX-BESTX-OPT,78,b,CYXT,CYXT,17/09/2021,$7.50,P,0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0.43
