Clearing Fee,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,Exch\. Fee Rate,WEX Connect Rate,Total Charge,modifiedDate,modifiedUser,modifiedSide,modifiedExecQty,modifiedSecurity,modifiedRoot,modifiedExpiry,modifiedStrike,modifiedCallPut,modifiedAveragePrice,modifiedPortfolio,modifiedCommissionType,modifiedCommissionRate,modifiedTotalCharge
0,08/03/2021,DSmanik,WEX-SWEEP,BYO,1,CANO,CANO,17/09/2021,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,$0.0500,8/3/2021,dsmanik,b,1,cano,cano,9/17/2021,7.5,p,0.15,difesa,per unit,0.05,0.05
0,08/03/2021,DSmanik,WEX-SWEEP,BYO,1,CANO,CANO,17/09/2021,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,$0.0500,8/3/2021,dsmanik,b,1,cano,cano,9/17/2021,7.5,p,0.15,difesa,per unit,0.05,0.05
0,08/03/2021,DSmanik,WEX-SWEEP,BYO,1,CANO,CANO,17/09/2021,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,$0.0500,8/3/2021,dsmanik,b,1,cano,cano,9/17/2021,7.5,p,0.15,difesa,per unit,0.05,0.05
0,08/03/2021,DSmanik,WEX-SWEEP,BYO,10,CANO,CANO,17/09/2021,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,$0.5000,8/3/2021,dsmanik,b,10,cano,cano,9/17/2021,7.5,p,0.15,difesa,per unit,0.05,0.5
0,08/03/2021,DSmanik,WEX-SWEEP,BYO,9,CANO,CANO,17/09/2021,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0.85,0,$8.1000,8/3/2021,dsmanik,b,9,cano,cano,9/17/2021,7.5,p,0.15,difesa,per unit,0.05,8.1
0,08/03/2021,DSmanik,WEX-SWEEP,BYO,4,CANO,CANO,17/09/2021,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0.85,0,$3.6000,8/3/2021,dsmanik,b,4,cano,cano,9/17/2021,7.5,p,0.15,difesa,per unit,0.05,3.6
0,08/03/2021,DSmanik,WEX-SWEEP,BYO,25,CANO,CANO,17/09/2021,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0.85,0,$22.5000,8/3/2021,dsmanik,b,25,cano,cano,9/17/2021,7.5,p,0.15,difesa,per unit,0.05,22.5
0,08/03/2021,DSmanik,WEX-SWEEP,BYO,16,CANO,CANO,17/09/2021,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,-0.5,0,$(7.2000),8/3/2021,dsmanik,b,16,cano,cano,9/17/2021,7.5,p,0.15,difesa,per unit,0.05,-7.2
0,08/03/2021,DSmanik,WEX-SWEEP,BYO,1,CANO,CANO,17/09/2021,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,-0.5,0,$(0.4500),8/3/2021,dsmanik,b,1,cano,cano,9/17/2021,7.5,p,0.15,difesa,per unit,0.05,-0.45
0,08/03/2021,DSmanik,WEX-SWEEP,BYO,1,CANO,CANO,17/09/2021,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,-0.5,0,$(0.4500),8/3/2021,dsmanik,b,1,cano,cano,9/17/2021,7.5,p,0.15,difesa,per unit,0.05,-0.45
0,08/03/2021,DSmanik,WEX-SWEEP,BYO,1,CANO,CANO,17/09/2021,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0.85,0,$0.9000,8/3/2021,dsmanik,b,1,cano,cano,9/17/2021,7.5,p,0.15,difesa,per unit,0.05,0.9
0,08/03/2021,DSmanik,WEX-SWEEP,BYO,9,CANO,CANO,17/09/2021,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0.85,0,$8.1000,8/3/2021,dsmanik,b,9,cano,cano,9/17/2021,7.5,p,0.15,difesa,per unit,0.05,8.1
0,08/03/2021,DSmanik,WEX-SWEEP,BYO,1,CANO,CANO,17/09/2021,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,$0.0500,8/3/2021,dsmanik,b,1,cano,cano,9/17/2021,7.5,p,0.15,difesa,per unit,0.05,0.05
0,08/03/2021,DSmanik,WEX-SWEEP,BYO,25,CANO,CANO,17/09/2021,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,$1.2500,8/3/2021,dsmanik,b,25,cano,cano,9/17/2021,7.5,p,0.15,difesa,per unit,0.05,1.25
0,08/03/2021,DSmanik,WEX-SWEEP,BYO,18,CANO,CANO,17/09/2021,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0.85,0,$16.2000,8/3/2021,dsmanik,b,18,cano,cano,9/17/2021,7.5,p,0.15,difesa,per unit,0.05,16.2
0,08/03/2021,DSmanik,WEX-SWEEP,BYO,16,CANO,CANO,17/09/2021,$7.50,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,0,$0.8000,8/3/2021,dsmanik,b,16,cano,cano,9/17/2021,7.5,p,0.15,difesa,per unit,0.05,0.8
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,17/09/2021,$10.00,C,$0.08,VIVALDI-OMNI,Per Unit,0.05,-0.2,0,$(0.3000),8/3/2021,dsmanik,s,2,ipof,ipof,9/17/2021,10,c,0.08,vivaldi,per unit,0.05,-0.3
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,8,IPOF,IPOF,17/09/2021,$10.00,C,$0.08,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.4200,8/3/2021,dsmanik,s,8,ipof,ipof,9/17/2021,10,c,0.08,vivaldi,per unit,0.05,0.42
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,4,IPOF,IPOF,17/09/2021,$10.00,C,$0.08,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.2000,8/3/2021,dsmanik,s,4,ipof,ipof,9/17/2021,10,c,0.08,vivaldi,per unit,0.05,0.2
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,17/09/2021,$10.00,C,$0.08,VIVALDI-OMNI,Per Unit,0.05,-0.2,0,$(0.3000),8/3/2021,dsmanik,s,2,ipof,ipof,9/17/2021,10,c,0.08,vivaldi,per unit,0.05,-0.3
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.08,VIVALDI-OMNI,Per Unit,0.05,-0.42,0,$(0.3700),8/3/2021,dsmanik,s,1,ipof,ipof,9/17/2021,10,c,0.08,vivaldi,per unit,0.05,-0.37
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.08,VIVALDI-OMNI,Per Unit,0.05,-0.43,0,$(0.3800),8/3/2021,dsmanik,s,1,ipof,ipof,9/17/2021,10,c,0.08,vivaldi,per unit,0.05,-0.38
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,2,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,MILTON,Per Unit,0.05,-0.01,0,$0.0800,8/3/2021,dsmanik,s,2,luxa,luxa,10/15/2021,10,c,0.15,milton,per unit,0.05,0.08
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,18,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,MILTON,Per Unit,0.05,0,0,$0.9000,8/3/2021,dsmanik,s,18,luxa,luxa,10/15/2021,10,c,0.15,milton,per unit,0.05,0.9
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,16,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,MILTON,Per Unit,0.05,0,0,$0.8000,8/3/2021,dsmanik,s,16,luxa,luxa,10/15/2021,10,c,0.15,milton,per unit,0.05,0.8
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,4,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,MILTON,Per Unit,0.05,0,0,$0.2000,8/3/2021,dsmanik,s,4,luxa,luxa,10/15/2021,10,c,0.15,milton,per unit,0.05,0.2
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,10,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,MILTON,Per Unit,0.05,0,0,$0.5000,8/3/2021,dsmanik,s,10,luxa,luxa,10/15/2021,10,c,0.15,milton,per unit,0.05,0.5
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,47,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,MILTON,Per Unit,0.05,0,0,$2.3500,8/3/2021,dsmanik,s,47,luxa,luxa,10/15/2021,10,c,0.15,milton,per unit,0.05,2.35
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,8,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.4000,8/3/2021,dsmanik,s,8,luxa,luxa,10/15/2021,10,c,0.15,vivaldi,per unit,0.05,0.4
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,5,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$4.5000,8/3/2021,dsmanik,s,5,luxa,luxa,10/15/2021,10,c,0.15,vivaldi,per unit,0.05,4.5
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,15,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$13.5000,8/3/2021,dsmanik,s,15,luxa,luxa,10/15/2021,10,c,0.15,vivaldi,per unit,0.05,13.5
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,2,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$1.8000,8/3/2021,dsmanik,s,2,luxa,luxa,10/15/2021,10,c,0.15,vivaldi,per unit,0.05,1.8
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,7,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.3675,8/3/2021,dsmanik,s,7,luxa,luxa,10/15/2021,10,c,0.15,vivaldi,per unit,0.05,0.3675
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,3,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.1200,8/3/2021,dsmanik,s,3,luxa,luxa,10/15/2021,10,c,0.15,vivaldi,per unit,0.05,0.12
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,8/3/2021,dsmanik,s,1,luxa,luxa,10/15/2021,10,c,0.15,vivaldi,per unit,0.05,0.9
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,8/3/2021,dsmanik,s,1,luxa,luxa,10/15/2021,10,c,0.15,vivaldi,per unit,0.05,0.9
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,27,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$24.3000,8/3/2021,dsmanik,s,27,luxa,luxa,10/15/2021,10,c,0.15,vivaldi,per unit,0.05,24.3
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,6,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$5.4000,8/3/2021,dsmanik,s,6,luxa,luxa,10/15/2021,10,c,0.15,vivaldi,per unit,0.05,5.4
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,8,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$7.2000,8/3/2021,dsmanik,s,8,luxa,luxa,10/15/2021,10,c,0.15,vivaldi,per unit,0.05,7.2
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,4,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.2000,8/3/2021,dsmanik,s,4,luxa,luxa,10/15/2021,10,c,0.15,vivaldi,per unit,0.05,0.2
