Trade Date,Exch,B/S,P/C,Qty,Class,Sym,Mo,Yr,Strike,Price,O/C,CFM,optional data,Client Order ID,Ex Brok,MM ID,CMTA,Ex Firm,Client ID,Billing ID,Account,Trader,CompID,Cust ID,Product Code,Penny,Parent Type,ise_mt,phlx_mt,Liquidity,Exec Rate,Exec Charge,Exch Trans Fees,OCC Clrg Fees,Total Charges,transaction_ID
02/05/21,AMEX,S,C,200 ,IWM,IWM,3,2021 ,235.00,2.32 ,C,C,216944365,,E35J,,050,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,0.100 ,20.00 ,0.00 ,0.00 ,20.00 ,137206195 
02/05/21,AMEX,S,C,100 ,IWM,IWM,3,2021 ,235.00,2.32 ,C,C,216944365,,E35J,,050,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,0.100 ,10.00 ,0.00 ,0.00 ,10.00 ,137206282 
02/05/21,AMEX,S,P,2125 ,TLT,TLT,3,2021 ,145.00,1.50 ,C,P,217023805,,E35J,,444,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,212.50 ,531.25 ,0.00 ,743.75 ,137304918 
02/05/21,AMEX,B,P,2125 ,TLT,TLT,3,2021 ,150.00,3.72 ,C,P,217023805,,E35J,,444,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,212.50 ,531.25 ,0.00 ,743.75 ,137304832 
02/05/21,AMEX,S,C,350 ,XLE,XLE,2,2021 ,45.00,0.37 ,C,C,217013565,,E35J,,551,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,35.00 ,0.00 ,0.00 ,35.00 ,137301578 
02/05/21,AMEX,S,C,50 ,XLE,XLE,2,2021 ,45.00,0.37 ,C,C,217013565,,E35J,,551,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,5.00 ,0.00 ,0.00 ,5.00 ,137149525 
02/05/21,AMEX,B,C,350 ,XLE,XLE,2,2021 ,45.00,0.37 ,C,P,217016475,,E35J,,352,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,35.00 ,87.50 ,0.00 ,122.50 ,137301195 
02/05/21,AMEX,S,C,175 ,XLE,XLE,2,2021 ,45.00,0.35 ,C,C,217022635,,E35J,,050,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,17.50 ,0.00 ,0.00 ,17.50 ,137238923 
02/05/21,AMEX,S,C,25 ,XLE,XLE,2,2021 ,45.00,0.35 ,C,C,217022635,,E35J,,050,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,2.50 ,0.00 ,0.00 ,2.50 ,137235183 
02/05/21,AMEX,B,C,175 ,XLE,XLE,2,2021 ,45.00,0.35 ,C,P,217023225,,E35J,,352,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,17.50 ,43.75 ,0.00 ,61.25 ,137237810 
02/05/21,AMEX,B,C,100 ,XLE,XLE,3,2021 ,44.00,1.58 ,C,C,216973455,,E35J,,444,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,10.00 ,0.00 ,0.00 ,10.00 ,137488143 
02/05/21,AMEX,B,C,350 ,XLE,XLE,3,2021 ,45.00,1.21 ,C,C,217013565,,E35J,,551,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,35.00 ,0.00 ,0.00 ,35.00 ,137301093 
02/05/21,AMEX,B,C,50 ,XLE,XLE,3,2021 ,45.00,1.21 ,C,C,217013565,,E35J,,551,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,5.00 ,0.00 ,0.00 ,5.00 ,137148568 
02/05/21,AMEX,S,C,350 ,XLE,XLE,3,2021 ,45.00,1.21 ,C,P,217016475,,E35J,,352,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,35.00 ,87.50 ,0.00 ,122.50 ,137301493 
02/05/21,AMEX,B,C,175 ,XLE,XLE,3,2021 ,45.00,1.18 ,C,C,217022635,,E35J,,050,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,17.50 ,0.00 ,0.00 ,17.50 ,137237715 
02/05/21,AMEX,B,C,25 ,XLE,XLE,3,2021 ,45.00,1.18 ,C,C,217022635,,E35J,,050,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,2.50 ,0.00 ,0.00 ,2.50 ,137233942 
02/05/21,AMEX,S,C,175 ,XLE,XLE,3,2021 ,45.00,1.18 ,C,P,217023225,,E35J,,352,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,17.50 ,43.75 ,0.00 ,61.25 ,137238891 
02/05/21,AMEX,S,C,200 ,XLE,XLE,3,2021 ,48.00,0.53 ,C,C,216973455,,E35J,,444,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,20.00 ,0.00 ,0.00 ,20.00 ,137439062 
02/05/21,AMEX,S,C,700 ,XLE,XLE,3,2021 ,50.00,0.29 ,C,C,217013565,,E35J,,551,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,70.00 ,0.00 ,0.00 ,70.00 ,137301628 
02/05/21,AMEX,S,C,100 ,XLE,XLE,3,2021 ,50.00,0.29 ,C,C,217013565,,E35J,,551,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,10.00 ,0.00 ,0.00 ,10.00 ,137149558 
02/05/21,AMEX,B,C,700 ,XLE,XLE,3,2021 ,50.00,0.29 ,C,P,217016475,,E35J,,352,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,70.00 ,175.00 ,0.00 ,245.00 ,137301261 
02/05/21,AMEX,S,C,350 ,XLE,XLE,3,2021 ,50.00,0.28 ,C,C,217022635,,E35J,,050,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,35.00 ,0.00 ,0.00 ,35.00 ,137238537 
02/05/21,AMEX,S,C,50 ,XLE,XLE,3,2021 ,50.00,0.28 ,C,C,217022635,,E35J,,050,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,5.00 ,0.00 ,0.00 ,5.00 ,137235062 
02/05/21,AMEX,B,C,350 ,XLE,XLE,3,2021 ,50.00,0.28 ,C,P,217023225,,E35J,,352,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,35.00 ,87.50 ,0.00 ,122.50 ,137237482 
02/05/21,AMEX,B,C,100 ,XLE,XLE,3,2021 ,52.00,0.18 ,C,C,216973455,,E35J,,444,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,10.00 ,0.00 ,0.00 ,10.00 ,137440894 
02/08/21,AMEX,S,P,900 ,BUD,BUD,3,2021 ,50.00,0.25 ,C,P,217109318,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,0.100 ,90.00 ,225.00 ,0.00 ,315.00 ,137517013 
02/08/21,AMEX,B,P,450 ,BUD,BUD,3,2021 ,65.00,3.00 ,C,P,217109318,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,0.100 ,45.00 ,112.50 ,0.00 ,157.50 ,137516447 
02/08/21,AMEX,S,P,400 ,MLM,MLM,4,2021 ,230.00,2.70 ,C,P,217055258,,E35J,,352,792,oscarg,oscarg,,,,,,,,,,N,0.100 ,40.00 ,100.00 ,0.00 ,140.00 ,137594114 
02/08/21,AMEX,B,P,5 ,QQQ,QQQ,4,2021 ,280.00,3.08 ,C,C,CO2132J5HT1,BLPOPT_20210208-00052-00001BQQQAPR280P,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf_qqq,Y,,,,A,0.100 ,0.50 ,0.00 ,0.23 ,0.73 ,137497341 
02/08/21,AMEX,S,P,5 ,QQQ,QQQ,4,2021 ,300.00,5.45 ,C,C,CO2132J5HT1,BLPOPT_20210208-00052-00001LQQQAPR300P,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf_qqq,Y,,,,A,0.100 ,0.50 ,0.00 ,0.23 ,0.73 ,137498506 
02/08/21,AMEX,B,P,1000 ,QQQ,QQQ,1,2023 ,320.00,42.90 ,C,C,217134428,,E35J,,551,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,C,0.100 ,100.00 ,0.00 ,0.00 ,100.00 ,137575051 
02/08/21,AMEX,S,P,125 ,SSNC,SSNC,4,2021 ,55.00,0.70 ,C,F,217110938,,E35J,,010,792,oscarg,oscarg,,,,,,,,,,N,0.100 ,12.50 ,31.25 ,0.00 ,43.75 ,137583570 
02/08/21,AMEX,S,P,125 ,SSNC,SSNC,4,2021 ,55.00,0.65 ,C,F,217110958,,E35J,,010,792,oscarg,oscarg,,,,,,,,,,N,0.100 ,12.50 ,31.25 ,0.00 ,43.75 ,137505110 
02/08/21,AMEX,S,P,600 ,TLT,TLT,7,2021 ,130.00,1.20 ,C,C,217063698,,E35J,,642,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,60.00 ,0.00 ,0.00 ,60.00 ,137565812 
02/08/21,AMEX,S,P,400 ,TLT,TLT,7,2021 ,130.00,1.20 ,C,C,217063698,,E35J,,642,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,40.00 ,0.00 ,0.00 ,40.00 ,137565872 
02/08/21,AMEX,B,P,600 ,TLT,TLT,7,2021 ,145.00,5.10 ,C,C,217063698,,E35J,,642,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,60.00 ,0.00 ,0.00 ,60.00 ,137565458 
02/08/21,AMEX,B,P,400 ,TLT,TLT,7,2021 ,145.00,5.10 ,C,C,217063698,,E35J,,642,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,40.00 ,0.00 ,0.00 ,40.00 ,137565377 
02/08/21,AMEX,S,C,300 ,TLT,TLT,7,2021 ,160.00,2.35 ,C,C,217063698,,E35J,,642,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,30.00 ,0.00 ,0.00 ,30.00 ,137565685 
02/08/21,AMEX,S,C,200 ,TLT,TLT,7,2021 ,160.00,2.35 ,C,C,217063698,,E35J,,642,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,20.00 ,0.00 ,0.00 ,20.00 ,137565770 
02/09/21,AMEX,S,P,2000 ,SLV,SLV,1,2022 ,25.00,3.83 ,C,C,217232499,,E35J,,615,792,oscarg,oscarg,,,,,etf,Y,,,,C,0.100 ,200.00 ,0.00 ,0.00 ,200.00 ,137827144 
02/09/21,AMEX,S,P,500 ,SLV,SLV,1,2022 ,25.00,3.85 ,C,C,217254039,,E35J,,608,792,oscarg,oscarg,,,,,etf,Y,,,,C,0.100 ,50.00 ,0.00 ,0.00 ,50.00 ,137866253 
02/09/21,AMEX,B,P,2000 ,SLV,SLV,1,2023 ,25.00,5.37 ,C,C,217232499,,E35J,,615,792,oscarg,oscarg,,,,,etf,Y,,,,C,0.100 ,200.00 ,0.00 ,0.00 ,200.00 ,137826602 
02/09/21,AMEX,B,P,500 ,SLV,SLV,1,2023 ,25.00,5.40 ,C,C,217254039,,E35J,,608,792,oscarg,oscarg,,,,,etf,Y,,,,C,0.100 ,50.00 ,0.00 ,0.00 ,50.00 ,137866285 
02/10/21,AMEX,B,P,25 ,CHTR,CHTR,6,2021 ,610.00,40.10 ,C,C,2173184010,,E35J,,273,792,oscarg,oscarg,,,,,,,,,,N,0.100 ,2.50 ,0.00 ,0.00 ,2.50 ,138154541 
02/10/21,AMEX,B,P,500 ,ORCL,ORCL,6,2021 ,55.00,1.50 ,C,C,2173129110,,E35J,,608,792,oscarg,oscarg,,,,,,Y,,,,N,0.100 ,50.00 ,0.00 ,0.00 ,50.00 ,138039663 
02/10/21,AMEX,S,P,500 ,ORCL,ORCL,1,2022 ,50.00,2.55 ,C,C,2173129110,,E35J,,608,792,oscarg,oscarg,,,,,,Y,,,,N,0.100 ,50.00 ,0.00 ,0.00 ,50.00 ,138170125 
02/10/21,AMEX,B,P,130 ,SE,SE,3,2021 ,270.00,21.80 ,O,N,2172857510,,E35J,362,010,792,oscarg,oscarg,,,,,,Y,,,,N,0.100 ,13.00 ,32.50 ,0.00 ,45.50 ,138008821 
02/10/21,AMEX,S,P,4250 ,TLT,TLT,3,2021 ,145.00,1.00 ,C,P,2172939810,,E35J,,444,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,425.00 ,"1,062.50 ",0.00 ,"1,487.50 ",138025277 
02/10/21,AMEX,B,P,4250 ,TLT,TLT,3,2021 ,150.00,2.95 ,C,P,2172939810,,E35J,,444,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,425.00 ,"1,062.50 ",0.00 ,"1,487.50 ",138024807 
02/11/21,AMEX,S,P,2850 ,KBE,KBE,1,2022 ,25.00,0.50 ,C,F,2174474511,,E35J,,010,792,oscarg,oscarg,,,,,etf,,,,,N,0.100 ,285.00 ,712.50 ,0.00 ,997.50 ,138327695 
02/11/21,AMEX,S,C,2000 ,SLV,SLV,1,2023 ,25.00,5.98 ,C,C,2174062411,,E35J,,615,792,oscarg,oscarg,,,,,etf,Y,,,,C,0.100 ,200.00 ,0.00 ,0.00 ,200.00 ,138296260 
02/11/21,AMEX,B,P,2000 ,SLV,SLV,1,2023 ,25.00,5.50 ,C,C,2174062411,,E35J,,615,792,oscarg,oscarg,,,,,etf,Y,,,,C,0.100 ,200.00 ,0.00 ,0.00 ,200.00 ,138296185 
02/12/21,AMEX,S,P,2000 ,AAL,AAL,6,2021 ,15.00,1.76 ,C,C,2176272212,,E35J,,444,792,oscarg,oscarg,,,,,,Y,,,,C,0.100 ,200.00 ,0.00 ,0.00 ,200.00 ,138721259 
02/12/21,AMEX,B,P,500 ,IWM,IWM,12,2021 ,190.00,11.34 ,C,P,2176193012,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,0.100 ,50.00 ,125.00 ,0.00 ,175.00 ,138711865 
02/12/21,AMEX,B,P,500 ,IWM,IWM,6,2022 ,190.00,15.41 ,C,P,2176193012,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,0.100 ,50.00 ,125.00 ,0.00 ,175.00 ,138713443 
02/12/21,AMEX,B,C,7 ,QCOM,QCOM,4,2021 ,150.00,7.63 ,O,C,CO413CSQEJV,BLPOPT_20210212-00015-00015BQCOMAPR150C,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,,,,A,0.100 ,0.70 ,0.00 ,0.32 ,1.02 ,138678406 
02/12/21,AMEX,S,C,7 ,QCOM,QCOM,4,2021 ,170.00,2.52 ,O,C,CO413CSQEJV,BLPOPT_20210212-00015-00015LQCOMAPR170C,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,,,,A,0.100 ,0.70 ,0.00 ,0.32 ,1.02 ,138679389 
02/16/21,AMEX,S,P,100 ,JD,JD,1,2022 ,100.00,16.10 ,C,F,2176794516,,E35J,,286,792,oscarg,oscarg,,,,,,Y,,,,N,0.100 ,10.00 ,25.00 ,0.00 ,35.00 ,139039081 
02/16/21,AMEX,S,P,90 ,JD,JD,1,2022 ,100.00,16.10 ,C,F,2176794516,,E35J,,286,792,oscarg,oscarg,,,,,,Y,,,,N,0.100 ,9.00 ,22.50 ,0.00 ,31.50 ,139039077 
02/16/21,AMEX,S,P,60 ,JD,JD,1,2022 ,100.00,16.10 ,C,F,2176794516,,E35J,,286,792,oscarg,oscarg,,,,,,Y,,,,N,0.100 ,6.00 ,15.00 ,0.00 ,21.00 ,139039113 
02/16/21,AMEX,S,C,100 ,JD,JD,1,2022 ,110.00,17.25 ,C,F,2176794516,,E35J,,286,792,oscarg,oscarg,,,,,,Y,,,,N,0.100 ,10.00 ,25.00 ,0.00 ,35.00 ,139040444 
02/16/21,AMEX,S,C,90 ,JD,JD,1,2022 ,110.00,17.25 ,C,F,2176794516,,E35J,,286,792,oscarg,oscarg,,,,,,Y,,,,N,0.100 ,9.00 ,22.50 ,0.00 ,31.50 ,139040429 
02/16/21,AMEX,S,C,60 ,JD,JD,1,2022 ,110.00,17.25 ,C,F,2176794516,,E35J,,286,792,oscarg,oscarg,,,,,,Y,,,,N,0.100 ,6.00 ,15.00 ,0.00 ,21.00 ,139040410 
02/16/21,AMEX,S,P,4600 ,TLT,TLT,3,2021 ,145.00,2.60 ,C,P,2176558816,,E35J,,444,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,460.00 ,"1,150.00 ",0.00 ,"1,610.00 ",138903678 
02/16/21,AMEX,B,P,4600 ,TLT,TLT,3,2021 ,150.00,5.80 ,C,P,2176558816,,E35J,,444,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,460.00 ,"1,150.00 ",0.00 ,"1,610.00 ",138899026 
02/16/21,AMEX,B,P,4600 ,TLT,TLT,6,2021 ,135.00,2.25 ,C,P,2176558816,,E35J,,444,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,460.00 ,"1,150.00 ",0.00 ,"1,610.00 ",138950808 
02/16/21,AMEX,S,P,4600 ,TLT,TLT,6,2021 ,145.00,5.90 ,C,P,2176558816,,E35J,,444,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100 ,460.00 ,"1,150.00 ",0.00 ,"1,610.00 ",138944328 
02/17/21,AMEX,B,P,60 ,ALB,ALB,9,2021 ,150.00,19.95 ,C,F,2177921917,,E35J,,010,792,oscarg,oscarg,,,,,,,,,,N,0.100 ,6.00 ,15.00 ,0.00 ,21.00 ,139237459 
02/17/21,AMEX,B,P,2 ,GME,GME,3,2021 ,100.00,55.31 ,C,C,CO313POO73Q,BLPOPT_20210217-00045-00005BGMEMAR100P,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,,A,0.100 ,0.20 ,0.00 ,0.09 ,0.29 ,139216566 
