Clearing Fee,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,Exch\. Fee Rate,WEX Connect Rate,Total Charge,modifiedDate,modifiedUser,modifiedSide,modifiedExecQty,modifiedSecurity,modifiedRoot,modifiedExpiry,modifiedStrike,modifiedCallPut,modifiedAveragePrice,modifiedPortfolio,modifiedCommissionType,modifiedCommissionRate,modifiedTotalCharge,targetId,0.﻿Clearing Fee,0.Date,0.User,0.Route,0.Side,0.Exec Qty,0.Security,0.Root,0.Expiry,0.Strike,0.Call/Put,0.Average Price,0.Portfolio,0.Commission Type,0.Commission Rate,0.Exch\. Fee Rate,0.WEX Connect Rate,0.Total Charge,0.modifiedDate,0.modifiedUser,0.modifiedSide,0.modifiedExecQty,0.modifiedSecurity,0.modifiedRoot,0.modifiedExpiry,0.modifiedStrike,0.modifiedCallPut,0.modifiedAveragePrice,0.modifiedPortfolio,0.modifiedCommissionType,0.modifiedCommissionRate,0.modifiedTotalCharge
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,8,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$7.2000,3/8/2021,dsmanik,s,8,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,7.2,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,4,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.2000,3/8/2021,dsmanik,s,4,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.2,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,3/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.9,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,12,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.6000,3/8/2021,dsmanik,s,12,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.6,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,3,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.1200,3/8/2021,dsmanik,s,3,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.12,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,13,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$11.7000,3/8/2021,dsmanik,s,13,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,11.7,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,14,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$12.6000,3/8/2021,dsmanik,s,14,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,12.6,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,7,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$6.3000,3/8/2021,dsmanik,s,7,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,6.3,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,6,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.3000,3/8/2021,dsmanik,s,6,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.3,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,2,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.1050,3/8/2021,dsmanik,s,2,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.105,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,3/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.9,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,2,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$1.8000,3/8/2021,dsmanik,s,2,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,1.8,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,8,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$7.2000,3/8/2021,dsmanik,s,8,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,7.2,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,4,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$3.6000,3/8/2021,dsmanik,s,4,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,3.6,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,8,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.4000,3/8/2021,dsmanik,s,8,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.4,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,9,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.4725,3/8/2021,dsmanik,s,9,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.4725,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,6,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$5.4000,3/8/2021,dsmanik,s,6,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,5.4,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,2,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.1000,3/8/2021,dsmanik,s,2,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.1,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,4,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.2000,3/8/2021,dsmanik,s,4,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.2,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,11,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$9.9000,3/8/2021,dsmanik,s,11,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,9.9,319922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/04/2021,DSmanik,WEX-SWEEP-SPRD,SLO,250,LUXA,LUXA,15/10/2021,$10.00,C,$0.13,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$13.1250,4/8/2021,dsmanik,s,250,luxa,luxa,15/10/2021,10,c,0.13,vivaldi,per unit,0.05,13.125,319924,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/04/2021,DSmanik,WEX-SWEEP-SPRD,SLO,40,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$2.1000,4/8/2021,dsmanik,s,40,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,2.1,319924,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),9/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-0.8,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,2,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(1.6000),9/8/2021,dsmanik,s,2,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-1.6,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,2,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(1.6000),9/8/2021,dsmanik,s,2,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-1.6,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.8,0,$(0.7500),9/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-0.75,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),9/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-0.8,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),9/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-0.8,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),9/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-0.8,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),9/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-0.8,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,3,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(2.4000),9/8/2021,dsmanik,s,3,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-2.4,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,3,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(2.4000),9/8/2021,dsmanik,s,3,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-2.4,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,3,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(2.4000),9/8/2021,dsmanik,s,3,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-2.4,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.8,0,$(0.7500),9/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-0.75,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,2,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(1.6000),9/8/2021,dsmanik,s,2,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-1.6,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,2,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(1.6000),9/8/2021,dsmanik,s,2,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-1.6,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),9/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-0.8,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.8,0,$(0.7500),9/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-0.75,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,2,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(1.6000),9/8/2021,dsmanik,s,2,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-1.6,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,3,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(2.4000),9/8/2021,dsmanik,s,3,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-2.4,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,3,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(2.4000),9/8/2021,dsmanik,s,3,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-2.4,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.8,0,$(0.7500),9/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-0.75,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,2,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(1.6000),9/8/2021,dsmanik,s,2,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-1.6,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,2,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(1.6000),9/8/2021,dsmanik,s,2,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-1.6,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),9/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-0.8,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.8,0,$(0.7500),9/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-0.75,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),9/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-0.8,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/09/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),9/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,-0.8,308157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
