Clearing Fee,Commission Rate,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,WEX Connect Rate,Exch\. Fee Rate,Total Charge
0,0.05,10/05/2021,DSmanik,WEX-SWEEP-SPRD,SLO,45,SPY,SPY,10/13/2021,$400.00 ,P,$0.23 ,KEPOS,Per Unit,0,-0.25,($9.00)
0,0.05,10/05/2021,DSmanik,WEX-SWEEP-SPRD,SLO,3,SPY,SPY,10/13/2021,$400.00 ,P,$0.23 ,KEPOS,Per Unit,0,0.47,$1.56 
0,0.05,10/05/2021,DSmanik,WEX-SWEEP-SPRD,SLO,3,SPY,SPY,10/13/2021,$400.00 ,P,$0.23 ,KEPOS,Per Unit,0,0.47,$1.56 
0,0.05,10/05/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,SPY,SPY,10/13/2021,$400.00 ,P,$0.23 ,KEPOS,Per Unit,0,0.47,$0.52 
0,0.05,10/05/2021,DSmanik,WEX-SWEEP-SPRD,SLO,147,SPY,SPY,10/13/2021,$400.00 ,P,$0.23 ,KEPOS,Per Unit,0,0.49,$79.38 
0,0.05,10/05/2021,DSmanik,WEX-SWEEP-SPRD,SLO,260,SPY,SPY,10/13/2021,$400.00 ,P,$0.23 ,KEPOS,Per Unit,0,0.49,$140.40 
0,0.05,10/05/2021,DSmanik,WEX-SWEEP-SPRD,SLO,33,SPY,SPY,10/13/2021,$400.00 ,P,$0.23 ,KEPOS,Per Unit,0,0.47,$17.16 
0,0.05,10/05/2021,DSmanik,WEX-SWEEP-SPRD,SLO,28,SPY,SPY,10/13/2021,$400.00 ,P,$0.23 ,KEPOS,Per Unit,0,0.47,$14.56 
0,0.05,10/05/2021,DSmanik,WEX-SWEEP-SPRD,SLO,24,SPY,SPY,10/13/2021,$400.00 ,P,$0.23 ,KEPOS,Per Unit,0,0.47,$12.48 
0,0.05,10/05/2021,DSmanik,WEX-SWEEP-SPRD,SLO,6,SPY,SPY,10/13/2021,$400.00 ,P,$0.23 ,KEPOS,Per Unit,0,0.47,$3.12 
0,0.05,10/05/2021,DSmanik,WEX-SWEEP-SPRD,SLO,6,SPY,SPY,10/13/2021,$400.00 ,P,$0.23 ,KEPOS,Per Unit,0,0.47,$3.12 
0,0.05,10/13/2021,DSmanik,ISE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.00 ,GOLDMAN,Per Unit,0,0,$0.05 
0,0.05,10/13/2021,DSmanik,CBOE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.00 ,GOLDMAN,Per Unit,0,0,$0.05 
0,0.05,10/13/2021,DSmanik,ISE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.00 ,GOLDMAN,Per Unit,0,0,$0.05 
0,0.05,10/13/2021,DSmanik,ISE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,$0.05 
0,0.05,10/13/2021,DSmanik,CBOE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,$0.05 
0,0.05,10/13/2021,DSmanik,ISE-OPT,SLO,2,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,$0.10 
0,0.05,10/13/2021,DSmanik,CBOE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,$0.05 
0,0.05,10/13/2021,DSmanik,CBOE-OPT,SLO,4,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,$0.20 
0,0.05,10/13/2021,DSmanik,ISE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,$0.05 
0,0.05,10/13/2021,DSmanik,CBOE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,$0.05 
0,0.05,10/13/2021,DSmanik,ISE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,$0.05 
0,0.05,10/13/2021,DSmanik,CBOE-OPT,SLO,4,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.00 ,GOLDMAN,Per Unit,0,0,$0.20 
0,0.05,10/13/2021,DSmanik,ISE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.00 ,GOLDMAN,Per Unit,0,0,$0.05 
0,0.05,10/13/2021,DSmanik,CBOE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.00 ,GOLDMAN,Per Unit,0,0,$0.05 
0,0.05,10/13/2021,DSmanik,ISE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,$0.05 
0,0.05,10/13/2021,DSmanik,CBOE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,6,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.30 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,6,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.30 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,6,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.30 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,7,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.35 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,6,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.30 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,6,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.30 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,9,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.45 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,6,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.30 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
