Clearing Fee,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,WEX Connect Rate,Exch. Fee Rate,Total Charge
0,06/01/2021,DSmanik,WEX-SWEEP-SPRD,SLO,17,CLDR,CLDR,18/06/2021,$16.00,C,$0.18,VIVALDI,Per Unit,0.05,0,0.0025,$0.8925
0,06/01/2021,DSmanik,WEX-SWEEP-SPRD,SLO,17,CLDR,CLDR,18/06/2021,$16.00,C,$0.18,VIVALDI,Per Unit,0.05,0,0.0025,$0.8925
0,06/01/2021,DSmanik,WEX-SWEEP-SPRD,SLO,25,CLDR,CLDR,18/06/2021,$16.00,C,$0.20,VIVALDI,Per Unit,0.05,0,-0.25,$(5.0000)
0,06/01/2021,DSmanik,WEX-SWEEP-SPRD,SLO,25,CLDR,CLDR,18/06/2021,$16.00,C,$0.20,VIVALDI,Per Unit,0.05,0,-0.25,$(5.0000)
0,06/01/2021,DSmanik,WEX-SWEEP-SPRD,SLO,4,CLDR,CLDR,18/06/2021,$16.00,C,$0.17,VIVALDI,Per Unit,0.05,0,0,$0.2000
0,06/01/2021,DSmanik,WEX-SWEEP-SPRD,SLO,4,CLDR,CLDR,18/06/2021,$16.00,C,$0.17,VIVALDI,Per Unit,0.05,0,0,$0.2000
0,06/01/2021,DSmanik,WEX-SWEEP-SPRD,SLO,13,CLDR,CLDR,18/06/2021,$16.00,C,$0.20,VIVALDI,Per Unit,0.05,0,-0.25,$(2.6000)
0,06/01/2021,DSmanik,WEX-SWEEP-SPRD,SLO,12,CLDR,CLDR,18/06/2021,$16.00,C,$0.20,VIVALDI,Per Unit,0.05,0,-0.25,$(2.4000)
0,06/01/2021,DSmanik,WEX-SWEEP-SPRD,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.17,VIVALDI,Per Unit,0.05,0,0,$0.1500
0,06/01/2021,DSmanik,WEX-SWEEP-SPRD,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.17,VIVALDI,Per Unit,0.05,0,0,$0.1000
0,06/01/2021,DSmanik,WEX-SWEEP-SPRD,SLO,6,CLDR,CLDR,18/06/2021,$16.00,C,$0.20,VIVALDI,Per Unit,0.05,0,-0.25,$(1.2000)
0,06/01/2021,DSmanik,WEX-SWEEP-SPRD,SLO,6,CLDR,CLDR,18/06/2021,$16.00,C,$0.20,VIVALDI,Per Unit,0.05,0,-0.25,$(1.2000)
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,-0.2,$(1.5000)
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,-0.2,$(1.5000)
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,7,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,-0.2,$(1.0500)
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.43,$1.4400
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,6,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.49,$3.2400
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.48,$0.5300
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.1500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,7,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.3500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.0500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,9,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.4500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,5,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.2500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.49,$2.1600
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.49,$0.5400
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.49,$0.5400
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,8,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.49,$4.3200
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.43,$0.9600
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.5,$5.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.5,$5.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.5,$5.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.5,$5.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.5,$5.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,7,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.5,$3.8500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,-0.42,$(0.3700)
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,-0.3,$(0.2500)
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.17,VIVALDI,Per Unit,0.05,0,-0.43,$(0.7600)
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.17,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000)
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.17,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000)
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.17,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000)
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.17,VIVALDI,Per Unit,0.05,0,-0.3,$(0.5000)
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.17,VIVALDI,Per Unit,0.05,0,-0.42,$(0.7400)
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.17,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000)
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.18,VIVALDI,Per Unit,0.05,0,0.49,$5.4000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.18,VIVALDI,Per Unit,0.05,0,0.49,$5.4000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.18,VIVALDI,Per Unit,0.05,0,0.49,$5.4000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.18,VIVALDI,Per Unit,0.05,0,0.49,$5.4000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.18,VIVALDI,Per Unit,0.05,0,0.49,$0.5400
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.0025,$0.1050
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.0025,$0.1575
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,-0.01,$0.1600
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.0500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.0500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.0500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.18,VIVALDI,Per Unit,0.05,0,0,$0.1500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,6,CLDR,CLDR,18/06/2021,$16.00,C,$0.17,VIVALDI,Per Unit,0.05,0,0.5,$3.3000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.17,VIVALDI,Per Unit,0.05,0,0.48,$0.5300
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.17,VIVALDI,Per Unit,0.05,0,0.5,$1.6500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,6,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.3000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,9,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.4500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.0500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.0500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.1500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,7,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.3500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,7,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.43,$3.3600
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.5,$1.6500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,6,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,-0.01,$0.2400
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.2000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.0025,$0.1575
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.0025,$0.2100
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.1500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,7,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.3500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,5,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,-0.2,$(0.7500)
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,5,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.2500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,5,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,-0.2,$(0.7500)
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,-0.2,$(1.5000)
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,-0.2,$(1.5000)
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,6,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,-0.01,$0.2400
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.0025,$0.1050
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.0025,$0.1050
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.2000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,5,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.2500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.0500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,6,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,-0.01,$0.2400
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.0025,$0.1050
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.0025,$0.1050
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.2000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.1500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.0500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.0025,$0.1050
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.0025,$0.1575
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,5,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,-0.01,$0.2000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.1500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.1000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.2000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.0500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.1500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,6,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.3000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.0500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.0500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.0500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.0500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.0025,$0.1050
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,-0.01,$0.1600
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.0025,$0.1575
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.0500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.1500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.1000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.2000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.0500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.0025,$0.1050
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0.0025,$0.1575
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,5,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,-0.01,$0.2000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.1500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,6,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.3000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.0500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.0500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.5000
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,9,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.4500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.0500
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.16,VIVALDI,Per Unit,0.05,0,0,$0.1000
