Clearing Fee,Date,User,Route,Exec Qty,Side,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,WEX Connect Rate,Exch\. Fee Rate,Total Charge
0,08/03/2021,DSmanik,WEX-SWEEP,18,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,MILTON,Per Unit,0.05,0,0,$0.9000
0,08/03/2021,DSmanik,WEX-SWEEP,16,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,MILTON,Per Unit,0.05,0,0,$0.8000
0,08/03/2021,DSmanik,WEX-SWEEP,4,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,MILTON,Per Unit,0.05,0,0,$0.2000
0,08/03/2021,DSmanik,WEX-SWEEP,10,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,MILTON,Per Unit,0.05,0,0,$0.5000
0,08/03/2021,DSmanik,WEX-SWEEP,47,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,MILTON,Per Unit,0.05,0,0,$2.3500
0,08/03/2021,DSmanik,WEX-SWEEP,8,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.4000
0,08/03/2021,DSmanik,WEX-SWEEP,5,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,$4.5000
0,08/03/2021,DSmanik,WEX-SWEEP,15,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,$13.5000
0,08/03/2021,DSmanik,WEX-SWEEP,2,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,$1.8000
0,08/03/2021,DSmanik,WEX-SWEEP,7,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.3675
0,08/03/2021,DSmanik,WEX-SWEEP,3,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,-0.01,$0.1200
0,08/03/2021,DSmanik,WEX-SWEEP,1,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,$0.9000
0,08/03/2021,DSmanik,WEX-SWEEP,1,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,$0.9000
0,08/03/2021,DSmanik,WEX-SWEEP,27,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,$24.3000
0,08/03/2021,DSmanik,WEX-SWEEP,6,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,$5.4000
0,08/03/2021,DSmanik,WEX-SWEEP,8,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,$7.2000
0,08/03/2021,DSmanik,WEX-SWEEP,4,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.2000
0,08/03/2021,DSmanik,WEX-SWEEP,1,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,$0.9000
0,08/03/2021,DSmanik,WEX-SWEEP,12,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.6000
0,08/03/2021,DSmanik,WEX-SWEEP,3,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,-0.01,$0.1200
0,08/03/2021,DSmanik,WEX-SWEEP,13,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,$11.7000
0,08/03/2021,DSmanik,WEX-SWEEP,14,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,$12.6000
0,08/03/2021,DSmanik,WEX-SWEEP,7,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,$6.3000
0,08/03/2021,DSmanik,WEX-SWEEP,6,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.3000
0,08/03/2021,DSmanik,WEX-SWEEP,2,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.1050
0,08/03/2021,DSmanik,WEX-SWEEP,1,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,$0.9000
0,08/03/2021,DSmanik,WEX-SWEEP,2,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,$1.8000
0,08/03/2021,DSmanik,WEX-SWEEP,8,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,$7.2000
0,08/03/2021,DSmanik,WEX-SWEEP,4,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,$3.6000
0,08/03/2021,DSmanik,WEX-SWEEP,8,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.4000
0,08/03/2021,DSmanik,WEX-SWEEP,9,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.4725
0,08/03/2021,DSmanik,WEX-SWEEP,6,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,$5.4000
0,08/03/2021,DSmanik,WEX-SWEEP,2,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.1000
0,08/03/2021,DSmanik,WEX-SWEEP,4,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.2000
0,08/03/2021,DSmanik,WEX-SWEEP,11,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0.85,$9.9000
0,08/03/2021,DSmanik,WEX-SWEEP,1,s,IPOF,IPOF,17/09/2021,$10.00,C,$0.08,VIVALDI-OMNI,Per Unit,0.05,0,-0.3,$(0.2500)
0,08/04/2021,DSmanik,WEX-SWEEP-SPRD,250,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.13,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$13.1250
0,08/04/2021,DSmanik,WEX-SWEEP-SPRD,40,s,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$2.1000
0,08/05/2021,DSmanik,CBOE-OPT,12,s,KWEB,KWEB,20/01/2023,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,$0.6000
0,08/05/2021,DSmanik,CBOE-OPT,12,s,KWEB,KWEB,20/01/2023,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,$0.6000
0,08/05/2021,DSmanik,CBOE-OPT,7,s,KWEB,KWEB,20/01/2023,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,$0.3500
0,08/05/2021,DSmanik,CBOE-OPT,10,s,KWEB,KWEB,20/01/2023,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,$0.5000
0,08/05/2021,DSmanik,ISE-OPT,3,s,KWEB,KWEB,20/01/2023,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,$0.1500
0,08/05/2021,DSmanik,ISE-OPT,3,s,KWEB,KWEB,20/01/2023,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,$0.1500
0,08/05/2021,DSmanik,ISE-OPT,4,s,KWEB,KWEB,20/01/2023,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,$0.2000
0,08/05/2021,DSmanik,ISE-OPT,1,s,KWEB,KWEB,20/01/2023,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,$0.0500
0,08/05/2021,DSmanik,WEX-SWEEP,3,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,$2.7000
0,08/05/2021,DSmanik,WEX-SWEEP,6,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,$5.4000
0,08/05/2021,DSmanik,WEX-SWEEP,4,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,-0.01,$0.1600
0,08/05/2021,DSmanik,WEX-SWEEP,4,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,-0.01,$0.1600
0,08/05/2021,DSmanik,WEX-SWEEP,10,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.19,DIFESA-OMNI,Per Unit,0.05,0,0.85,$9.0000
0,08/05/2021,DSmanik,WEX-SWEEP,2,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.0025,$0.1050
0,08/05/2021,DSmanik,WEX-SWEEP,6,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$0.3000
0,08/05/2021,DSmanik,WEX-SWEEP,3,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,$2.7000
0,08/05/2021,DSmanik,WEX-SWEEP,10,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,$9.0000
0,08/05/2021,DSmanik,WEX-SWEEP,9,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$0.4500
0,08/05/2021,DSmanik,WEX-SWEEP,2,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,$1.8000
0,08/05/2021,DSmanik,WEX-SWEEP,3,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$0.1500
0,08/05/2021,DSmanik,WEX-SWEEP,3,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,$2.7000
0,08/05/2021,DSmanik,WEX-SWEEP,10,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,$9.0000
0,08/05/2021,DSmanik,WEX-SWEEP,19,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$0.9500
0,08/05/2021,DSmanik,WEX-SWEEP,19,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$0.9500
0,08/05/2021,DSmanik,WEX-SWEEP,14,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.0025,$0.7350
0,08/05/2021,DSmanik,WEX-SWEEP,14,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.0025,$0.7350
0,08/05/2021,DSmanik,WEX-SWEEP,21,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$1.0500
0,08/05/2021,DSmanik,WEX-SWEEP,1,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,$0.9000
0,08/05/2021,DSmanik,WEX-SWEEP,3,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,$2.7000
0,08/05/2021,DSmanik,WEX-SWEEP,6,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,$5.4000
0,08/05/2021,DSmanik,WEX-SWEEP,2,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,$1.8000
0,08/05/2021,DSmanik,WEX-SWEEP,6,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,$5.4000
0,08/05/2021,DSmanik,WEX-SWEEP,3,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.65,$2.1000
0,08/05/2021,DSmanik,WEX-SWEEP,22,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.65,$15.4000
0,08/05/2021,DSmanik,WEX-SWEEP,5,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,$4.5000
0,08/05/2021,DSmanik,WEX-SWEEP,3,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,$2.7000
0,08/05/2021,DSmanik,WEX-SWEEP,21,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$1.0500
0,08/05/2021,DSmanik,WEX-SWEEP,3,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,$2.7000
0,08/05/2021,DSmanik,WEX-SWEEP,2,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,$1.8000
0,08/05/2021,DSmanik,WEX-SWEEP,1,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.85,$0.9000
0,08/05/2021,DSmanik,WEX-SWEEP,50,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$2.5000
0,08/05/2021,DSmanik,WEX-SWEEP,13,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.0025,$0.6825
0,08/05/2021,DSmanik,WEX-SWEEP,4,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0.0025,$0.2100
0,08/05/2021,DSmanik,WEX-SWEEP,8,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$0.4000
0,08/05/2021,DSmanik,WEX-SWEEP,6,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$0.3000
0,08/05/2021,DSmanik,WEX-SWEEP,21,b,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$1.0500
